"","Alg12-18h","Alg12-20h","Alg12-22h","ARP6-18","ARP6-20","But18","But24","CHRA18","CHRA24","cin2-18","Cin2_16hrs","Cin2_18hrs","Cin2_20hrs","Cin2_22hrs","CIN8-18","CIN8-20","CLA4-18","CLA4-20","CLA4-22","CNB1","CTF4-16","CTF4-18","CTF4-20","CTF4-22","DEP1-18","DUN1-18","ESC1-18","Gas1","GAS1-42h","Gim3-18","GIM5-18","GIM5-20","GIM5-22","HOC1-18","KRE1-18","Leo18h","Leo24h","LGE1-19","MRC1-18","MT1448","MT1448sspH-24","MT1448sspH-45","MT1448sspH-48","MT2481","MT2481-24hours","MT2481-Camptothecin","MT2481-Cantharidin","MT2481-cyclosporine","MT2481-Fenbendazole","NUM1-18","Pac10-18","Peu18","POL32-18","PPH21","Ric1-27h","Rot2-18","SAP30-18","shm2-21","SLT2-18","SLT2-20","SLT2-22","Smi1","Swe1-18","TEP1","TOP1","WT-CAMP","WT-Ciclosporin","WT-Fen","YHR087W-18","Ypt6-27h"
"CD 05285","0.783867","-0.513872","-0.0885904","0.873716","0.240738","-0.179079","0.738571","0.0403995","0.231627","0.273191","0.409554","0.256885","-0.135004","0.106263","1.82087","0.574893","1.23648","-0.430585","-0.401163","0.432445","-0.305192","0.508151","-0.0759674","-0.293578","-0.239917","0.107107","0.448899","0.178021","0.353799","-0.54996","0.570777","0.675075","1.14338","-0.654406","0.332899","0.0594856","-0.00144116","-0.19047","0.7958","0.334014","-0.00154978","0.00587505","0.166867","0.459377","0.00865912","0.372485","0.0360416","-1.21243","-0.769972","-1.68284","0.802691","-0.307333","1.65763","0.467397","3.12752","0.454419","-0.303918","-0.644883","0.871019","0.908781","0.015577","-0.235508","0.185251","0.346359","0.41372","-0.269897","1.41088","0.344156","-0.0622397","3.2144"
"CD 05439","-0.547048","0.795964","0.582714","-0.244724","0.593144","-0.302172","-0.0345237","-0.156232","0.473794","0.352552","0.158643","0.339036","0.976501","1.59944","1.39803","0.398131","1.09365","0.428574","-0.565435","0.278476","-0.647079","0.37403","0.502565","0.445417","0.152328","0.187733","1.31492","-0.125438","-0.653356","1.25594","0.0643918","0.482737","1.30647","-0.0660674","1.09057","-0.210381","0.265738","0.406256","-0.609172","-0.536382","-0.0132991","-0.0383335","-0.034677","-0.878719","0.0551095","-2.09842","-0.189731","-1.36085","-0.0446535","0.160673","0.948744","1.16176","-0.602224","-0.244783","0.757273","1.77616","-0.436233","0.397029","0.0704174","0.456062","0.412688","-0.190374","0.975917","-0.163345","-0.533844","0.914731","-0.774107","0.648906","-0.0594188","-0.358674"
"CD 05508","0.659361","0.166943","0.412401","0.296724","0.334417","-1.8191","-1.54378","-1.00055","-0.305601","0.405226","0.168932","0.391864","-0.204893","0.850834","1.64556","0.0688822","0.47079","0.11363","-0.0880494","0.63333","0.112271","-0.0828245","0.380992","0.280015","-0.33573","0.800064","0.536291","1.06389","0.81041","-0.369494","-0.241865","-0.0760809","0.317901","0.289678","0.532008","-1.01212","-0.618922","0.550367","0.341755","0.954308","-0.0228497","-0.0218103","0.146185","-0.759061","0.210983","0.505597","0.716684","0.791379","0.301186","-0.286644","1.13686","-2.38869","-5.73573","0.947323","-1.37189","0.845334","0.57303","1.19208","0.305729","0.911192","0.756755","1.35939","-0.829817","0.290526","-0.295551","0.678179","1.65021","0.686192","0.0867063","-2.34565"
"CD 05669","-5.99179","-3.5278","-1.96289","-3.77364","-3.23335","1.30319","1.93338","1.96315","2.30591","-3.74193","-5.23861","-3.81927","-3.29012","-2.65155","-4.76831","-3.33441","-5.96537","-5.21303","-3.88872","-6.9239","-2.61493","-4.52028","-5.02637","-4.04956","-7.24933","-5.21135","-4.97269","-3.34749","-4.03293","-8.88172","-6.72081","-9.05691","-2.26374","-7.40849","-4.96928","0.23499","1.03586","-5.15838","-8.19265","-5.71554","-0.0395728","-0.082886","-0.151082","-4.65145","-0.780524","-16.6006","-0.960682","-0.0320561","-0.43108","-3.05974","-8.12368","2.34836","-6.92318","-1.05729","-8.13837","-3.74465","-3.77649","-3.00621","-4.94716","-10.263","-4.18235","-1.30733","-7.43817","-3.60985","-7.77683","-4.76502","-7.81952","-5.89515","-5.04596","-9.5041"
"CD 06185","0.235208","0.630876","-0.296177","-0.622606","-0.277952","0.143215","0.30002","0.926134","1.25894","-0.10903","-0.330256","-0.127712","-0.484518","0.183007","0.461161","-0.0667747","-0.478716","0.25108","1.34102","0.314947","-0.0207937","-0.492915","0.570168","1.55413","-1.67725","-1.50975","-0.345363","2.91295","1.41563","-0.961339","-0.401381","-0.736493","-0.90175","1.10541","-0.983001","0.0325638","-0.126289","-0.314325","-2.10855","-0.0746257","-0.00870358","0.0253974","-0.0510471","0.678732","-0.53217","0.466062","0.969797","0.366113","0.355094","-1.29804","-0.451473","0.445855","-1.36954","0.6034","-2.51387","-0.646487","0.015358","0.399024","-0.08165","0.919462","0.761798","1.4748","0.247505","-0.33796","-1.47207","1.02021","-2.54686","0.0810805","1.91277","-3.542"
"CD 06290","-0.699885","-0.0390336","0.244005","-0.934996","0.386638","-0.183829","-0.689278","-0.507777","-0.843565","-0.545917","-0.357578","-0.574154","0.472306","-1.17043","-1.61458","0.420629","-1.24066","0.945289","0.915085","-0.671165","-0.942543","-0.0405205","-0.114792","0.242287","1.24358","0.245836","-0.185975","-0.485667","-0.148341","0.288778","-0.265665","-0.0546502","-0.603404","-0.7185","0.025714","0.344987","-0.0888946","-0.449147","1.44522","-1.57546","-0.0276634","-0.0597556","-0.075078","-2.10044","-1.15625","-1.09018","-0.882353","-2.51777","-1.13933","0.727156","0.192829","1.04414","0.831596","-1.63405","0.886948","-0.297312","0.154902","-0.348765","-0.310258","-1.10904","-2.35309","-1.26457","-0.00168653","-0.669428","-0.333663","-1.02415","0.0531916","-0.259005","-0.45703","0.998071"
"CD 06514","-1.2177","-1.15842","-0.532231","-0.228304","0.131559","-4.43079","-9.13958","-4.29885","-12.5251","-0.316993","-0.714825","-0.341433","0.321768","-2.06368","-1.81098","-2.85331","-0.437729","-0.595759","-0.618443","-0.332769","0.680483","0.550681","-0.0738383","0.39258","0.406708","1.58188","-0.0978599","-0.987535","-2.36024","1.90349","0.0764218","0.205785","0.351983","0.536861","-0.250791","-3.65431","-6.29467","-0.198043","1.37939","-1.15958","-0.020762","-0.0115942","0.0300678","-5.38517","-0.755432","-5.2136","-1.75176","-7.05917","-11.1038","0.338012","0.348444","-6.55373","1.53544","-2.29116","-0.164321","-0.402103","0.243907","-1.56397","0.191639","-0.312571","-1.19688","-1.08773","-0.173788","-1.03055","0.300152","-1.4393","-0.922766","-1.9609","-0.48396","-0.390711"
"CD 06700","-2.08519","0.0723245","0.108625","-1.2635","-0.867206","-4.75178","-9.92439","-3.77471","-7.04864","0.0348094","-1.51029","0.0166821","0.713244","0.16485","-2.88574","-2.85405","-1.59282","-0.752068","-0.638095","-0.922058","-1.39745","-1.09686","-0.553832","-0.896626","-1.45255","-0.234128","-1.27645","-2.75896","-3.88296","-0.484728","-2.22251","-2.9419","-0.754409","-4.0836","-1.6289","-2.82596","-2.91759","-2.40496","-0.142593","-1.0297","-0.0178305","0.0617447","-0.00300624","-6.20499","-1.2357","-15.0583","-1.2288","-8.14271","-8.17129","-0.642974","-1.99795","-4.11149","-2.13416","-0.843759","-8.42157","-1.30426","-0.960864","-2.04953","-0.325139","-0.921603","-1.45312","-0.546918","-0.790992","0.0239604","-0.75371","-0.956914","-2.0929","-6.09585","0.518039","-9.23158"
"CD 06876","0.00691804","-0.503113","0.35105","-0.28597","-0.0545138","-2.08138","-1.18601","-2.23807","-1.48388","0.148431","-0.113449","0.132139","0.0375253","-0.217556","0.349707","0.122339","0.492258","-0.618489","-0.765905","-0.302954","1.32213","-0.0514895","-0.743951","-0.918893","-0.252176","0.84821","0.287214","-1.39929","-1.59325","0.194719","1.12182","1.18997","1.36567","0.286916","0.643257","-1.20762","-0.328378","0.591275","-0.19242","0.314424","0.0261448","0.0483874","-0.00139175","-1.09354","1.41148","-0.567092","0.681373","1.53697","-0.105349","-2.05846","0.438546","-1.98664","-0.807476","-0.377446","-1.46885","-0.34943","-0.401203","0.242084","-2.11655","-3.63738","0.861048","-0.139997","0.461535","0.212618","-0.00124162","-0.0413333","1.08226","0.0769853","-0.538644","-1.44374"
"CD 07402","-2.16958","-0.982539","-1.12473","-3.41517","-1.81913","-2.58287","-3.00124","-1.85782","-1.04174","-0.667782","-1.31435","-0.697014","-1.66285","-0.460232","-0.130264","-1.70279","-1.052","-0.218072","-1.03838","-1.77846","-1.05275","-1.12048","-0.864601","-0.970603","-3.18504","-0.826584","-1.06276","-6.25839","-3.00382","-0.817063","-0.976731","-0.969016","-0.0699389","-2.04058","-1.00334","-2.51863","-1.64616","-2.80296","-1.20623","-0.731175","-0.0273082","-0.0182117","-0.077885","-4.12733","-0.483135","-13.4077","-0.874683","-1.7151","-2.17272","-2.05793","-1.91809","-3.28343","-2.23379","-0.491076","3.87608","-1.0704","-1.72372","-0.713215","-4.09938","-8.49969","-1.34804","-0.227422","-1.98879","-1.41627","-3.07385","-0.327625","-0.715669","-0.143959","-0.810798","4.30353"
"CD 07550","-0.232091","-0.676977","-0.626956","-0.222637","-0.752035","-2.98455","-2.98391","-1.5815","-0.945102","0.507304","0.0478539","0.497649","-0.923291","0.23285","0.812348","-1.16813","0.240371","-0.157591","-0.728088","-0.454183","-1.66785","-1.48402","-1.36795","-1.22938","-0.899936","-0.874505","-0.867253","1.04278","-0.540175","-1.28842","0.197106","-0.359167","-1.15833","-0.512614","-0.884718","-1.30509","-0.770005","0.364156","-0.125263","-0.315985","-0.0176133","-0.0309912","0.0807969","-0.0501226","0.533808","0.257039","0.631621","-0.0484098","0.013437","-1.07515","-1.11485","-2.38578","0.392426","-0.339955","-3.53875","0.585326","-0.257689","-0.0147472","-0.143651","-0.322598","0.679058","-0.632009","-0.210929","-0.90437","-0.498275","0.0133303","0.44398","0.480439","-0.608893","-3.7392"
"CD 07694","1.2131","0.337519","0.396884","0.142178","0.120982","0.229668","-0.367437","0.656545","1.10247","-0.00285235","0.568953","-0.0222483","0.50916","0.915331","2.36694","0.680462","0.900072","-0.114541","-0.346814","-0.586512","-0.420519","0.259649","0.881623","1.58662","0.0387541","-0.533093","0.463438","1.87739","-0.283992","-0.0665881","0.741","0.507113","-0.225819","0.699556","-0.0387238","0.0961552","0.348329","0.356351","-0.720746","-0.466642","0.00364314","-0.0117155","0.149324","-0.239622","-0.894584","0.113265","-0.686057","-1.07753","-0.0731158","-0.322678","-0.294826","1.43366","0.304226","-0.719996","0.975267","1.30722","0.724105","1.43181","1.54369","2.07719","2.06269","-0.912096","0.422874","-0.334383","-0.237358","-6.53006","0.368775","1.67514","3.93129","1.0762"
"CD 07894","-2.18971","-1.16624","-1.925","-4.87083","-4.87101","-1.15438","-0.338497","0.135205","0.518534","-1.63484","-1.72576","-1.67749","-2.07374","-1.52033","-3.06339","-4.28448","-3.19968","-2.46472","-2.91796","-2.39945","-2.97842","-4.58882","-5.17059","-3.39238","-4.87715","-2.55565","-4.84426","-4.23542","-5.49353","-2.81947","-1.69247","-3.28601","-4.31344","-2.86453","-4.19647","-0.645291","-0.683512","-1.82186","-3.40815","-3.81252","-0.0184893","-0.0332811","-0.102046","-2.91266","-2.08399","-2.87949","-0.679806","-2.07541","-0.820045","-1.86005","-5.19952","-0.478452","-3.66038","-1.99945","-8.97508","-5.105","-1.62411","-5.79757","-5.23939","-11.5985","-5.80818","-2.07375","-4.32097","-2.76929","-5.67944","-1.99696","-2.63698","-1.96006","-4.50139","-9.22534"
"CD 08003","-0.0979128","-0.885412","-0.0851858","0.00389573","-0.251261","1.01248","0.378084","0.848097","0.126743","-0.866555","-0.114184","-0.899082","0.0434533","-1.47623","-2.01588","0.669483","-0.300811","0.172999","1.21239","-0.0337123","1.26435","2.30846","0.405586","0.43893","0.212777","0.359744","-0.53209","-0.652156","0.75936","0.75768","0.101658","-0.0654972","-0.674183","1.28703","-1.28118","0.733031","0.244739","-0.260608","1.78846","-0.634353","-0.0416325","-0.0535369","0.111806","-0.375709","-1.27994","-0.702769","-0.49707","0.428909","-0.0699767","-0.360514","1.14059","0.500491","0.435886","-0.565221","3.48975","-1.27512","0.140918","-0.101487","2.89145","0.108315","-2.13809","-0.791897","-0.520535","-0.331059","0.217029","-1.102","-0.70879","-0.895543","-0.389238","2.97887"
"CD 08091","-0.479732","-1.49278","-0.810181","-0.156841","0.0891589","0.453549","0.201405","0.138431","-0.156112","-0.115514","-0.733003","-0.135711","-0.299773","-2.77675","0.568616","1.06626","0.387888","-0.275519","-0.302896","0.459124","1.60621","2.2062","0.282492","0.422961","0.391325","-0.180044","-0.590118","0.126108","0.57691","1.81793","-0.0545132","0.0802506","-0.502009","-0.383663","0.830566","0.591958","-0.297424","0.0578744","1.30316","0.471715","-0.0395801","-0.00220956","-0.0925676","0.168854","0.2552","-0.560291","0.197947","0.795625","-1.51399","0.179041","1.44355","1.02903","-0.0990757","-0.330514","3.65509","-0.266154","0.283666","-0.872032","2.64457","1.52058","0.850645","-0.164449","-0.210598","0.0929584","1.09251","-0.705174","0.757712","-1.95939","2.51955","3.52642"
"CD 08226","1.34821","0.528066","0.336527","0.127187","0.209109","0.255671","0.134741","0.343935","0.304716","1.06741","1.55212","1.06426","0.886002","1.31565","1.7109","1.3025","1.11595","-0.371723","0.506642","0.672112","1.2398","2.20819","0.805312","0.980069","2.04666","0.494948","0.71663","1.50252","0.58426","0.51684","0.672481","0.533961","0.356365","0.802557","0.828077","0.448748","0.457493","0.617346","1.14175","0.469492","-0.0117062","-0.0192612","0.146007","0.534324","-0.094661","0.0486383","-0.103398","0.665964","0.0125929","0.460016","1.28158","-0.0785556","2.15584","0.196235","3.54199","0.28636","0.0615788","-0.0221234","2.76896","1.44677","0.451581","0.416852","0.533575","0.176895","0.817391","0.703193","1.20503","1.85349","0.175292","3.44597"
"CD 08357","0.165473","-0.0198021","-0.229335","-0.277072","0.423741","-1.5928","-1.74723","-1.53136","-1.19601","0.0113027","-0.1413","-0.00628804","0.312853","-0.490797","0.750795","0.00143876","-0.474401","-0.660344","-0.402895","0.0804283","-1.492","-0.97904","-0.26504","-0.272628","0.114344","1.49183","0.508648","3.74313","-0.239743","0.80472","-1.07828","-0.452395","0.260814","0.458375","0.548485","-1.61367","-1.08923","-0.370221","0.446857","0.153353","-0.00470799","-0.00816657","0.337958","-1.68325","0.14869","-0.481377","-0.475333","-0.054279","0.00182337","-0.144112","-0.00906081","-1.39728","0.657512","-0.699624","-1.281","-0.111596","-0.370831","0.0512448","-0.251222","-2.37123","-0.346831","-0.0209391","0.161155","0.794797","0.163629","-0.247043","-0.208058","-0.17708","0.239031","-1.07743"
"CD 08535","-0.52696","1.04037","1.30786","-0.522998","0.709728","1.71837","1.66942","1.59703","1.88093","0.377089","1.0811","0.362872","0.163947","0.97638","-0.0148989","-0.662927","0.525162","0.0949302","-0.279267","0.0951605","-0.122273","0.612384","0.403352","0.329043","0.393775","-0.658183","-0.257171","0.180067","0.489099","0.90447","0.185569","0.345584","0.0754444","0.170077","0.267132","0.00948425","1.11451","0.357115","0.853819","0.321553","-0.0169431","-0.0312228","0.144259","-4.20858","0.746814","-7.69833","0.59853","0.694192","0.134178","-0.325467","-0.544087","0.984609","-0.502008","0.653866","-0.82961","0.684952","0.13015","0.505898","0.579248","-0.566638","0.0101631","0.436948","0.66726","0.690753","-1.2148","1.04095","0.358212","1.74396","-0.638543","-1.25531"
"CD 08646","0.237178","0.392348","0.767575","-1.59305","0.0685896","-1.33934","-0.123477","-0.982866","0.237791","0.298162","-0.661951","0.284064","-0.159475","0.429294","0.476326","-0.0671294","-0.769925","0.47925","0.010152","0.563258","-0.094461","0.179587","0.776363","0.90941","-1.70226","-0.765454","0.570941","1.15907","-0.475159","-1.29417","-0.37369","-0.1534","0.963658","0.475124","1.14651","-0.703532","0.207735","-0.88411","-0.953623","0.657033","-0.00223124","-0.0136572","-0.0748618","0.54963","0.479052","-3.37912","1.53408","1.98425","-1.18723","-0.122975","-0.418285","-0.120154","-1.47134","0.319824","1.38275","0.804774","0.190904","0.377475","-0.224949","-2.97431","0.0519853","0.952694","0.728693","0.0998536","-0.506344","0.0772858","-0.124688","-0.538405","0.550926","3.48801"
"CD 08705","-1.78027","-0.893401","-0.954912","-3.62845","-1.82689","-5.99632","-19.5434","-4.89458","-15.0974","-0.847474","-1.04791","-0.878617","-1.15313","-1.15372","-0.918884","-2.24291","-1.83197","-0.122033","-0.822891","-1.48323","-2.06698","-2.28013","-1.88749","-1.78211","-3.57885","-0.350608","-0.310172","-3.52007","-2.5485","-1.41034","-0.852741","-1.01723","-1.66991","-2.33505","-2.12417","-4.90455","-13.3802","-1.60905","-1.8346","-1.87316","-0.0325195","-0.0524945","-0.0371751","-9.1072","-1.39546","-22.7254","-3.07759","-2.17679","-8.39088","-0.786874","-1.48151","-8.33317","-2.17646","-0.00168562","-3.73998","-1.1542","-0.976567","-0.845409","-3.90277","-9.72367","-3.13045","-2.01448","-1.52289","-1.43075","-1.39849","-0.257501","-1.32881","0.12292","-1.8201","-4.64682"
"CD 08776","-0.386458","-0.331525","-1.82259","-2.89984","-3.07785","-5.1041","-8.86429","-4.46947","-11.1417","-1.12583","-0.183687","-1.16238","-0.854564","-0.832365","-4.01004","-2.25238","-0.473113","-0.398453","-0.0218913","-0.464316","-0.601328","-1.70376","-1.63606","-1.15948","-2.07273","-2.52169","-2.50178","-3.54981","-0.774173","-0.827844","-0.679564","-1.14349","-2.91149","-2.28374","-1.85757","-4.52353","-7.4581","-0.637335","-1.67669","-2.96915","-0.0157176","-0.0176582","-0.115039","-5.17396","-1.49777","-8.4525","-0.98035","-0.762984","-1.87554","-1.1441","-2.97555","-7.66803","-2.41905","-0.37839","-2.81715","-2.17445","-0.819038","-1.70519","-3.51895","-9.56961","-4.53541","-0.650531","-1.59454","-1.51958","-0.816776","-0.954032","-1.42241","-1.05871","-2.31039","-3.52437"
"CD 09130","-0.931492","-1.45657","-1.35771","-0.770541","-1.10202","0.599576","-0.817019","0.864009","-0.755683","-1.09824","-0.398818","-1.13262","-1.68681","-1.78715","-0.553833","-1.10231","-0.615322","0.524369","0.379344","-1.88963","-1.02237","-0.51826","-0.678792","-0.783742","-0.444067","-0.287606","-1.60761","-7.55595","1.18807","0.0198581","0.162461","-0.0142911","-0.839238","-2.03915","-2.16815","1.71604","-0.270847","-1.95204","-0.364894","-3.42359","0.0102408","-0.0222227","0.0787735","-1.50363","-1.68423","-2.04423","-2.34751","-1.00764","-0.242799","0.0711121","-1.02339","-0.146272","-0.610335","-4.68443","-4.15379","-1.43711","-0.229062","-1.64555","-4.12751","-7.42585","-1.35485","-2.18328","-0.865143","-1.3891","-1.35712","-1.92611","-1.6512","-2.78985","-2.10018","-4.18695"
"CD 09292","-0.329311","-0.295931","-0.425521","-0.0971242","0.116448","0.613284","0.699501","1.35684","-0.050696","-0.582487","-0.401878","-0.609539","-0.470547","-0.320154","-0.607866","-0.365449","-0.518489","1.06345","0.808918","-0.145016","-0.88874","-0.397381","-0.257178","-0.0278496","0.217448","-0.825097","-0.371022","-0.817368","-0.388949","-2.06223","-0.782723","-0.532937","-0.929112","0.604545","0.384191","1.58511","0.609258","1.40947","-1.2352","-0.330686","-0.0339688","-0.054825","-0.103234","-0.352945","0.0585207","-1.59725","-0.109416","-0.0155811","-1.1523","0.0707663","-0.124913","0.515465","-0.806237","0.100321","-2.43324","-1.27991","-1.49989","-0.856327","-0.235549","-0.193553","0.246786","-0.086829","-1.04508","-0.332809","-1.14424","-1.10594","-0.705247","-1.30382","0.695842","-2.27682"
"CD 09519","0.25322","0.0351361","-0.104656","0.64019","0.0281207","-0.209296","-0.134369","0.75333","0.00926864","0.683688","0.482622","0.674641","0.544441","0.334004","0.857931","0.456625","0.0413907","-0.122023","-0.203564","0.603808","0.00732269","0.199541","0.39811","0.212867","-0.0817381","0.0892722","0.376235","-0.232438","-0.35944","0.594993","0.910317","1.25941","1.63362","1.49377","0.617694","0.647152","0.0773455","1.04058","1.27092","0.671448","-0.00983997","0.0262133","-0.0168289","1.37183","0.0287489","0.611464","0.115011","0.124676","-0.536191","-1.4533","0.274221","-0.159488","-0.0928179","1.5847","0.0522584","1.85141","-0.182644","1.12678","0.0967897","0.0422903","0.278956","-0.0689291","0.398876","-0.486394","0.545369","0.802782","0.924381","0.0646616","-0.266909","0.150868"
"CD 09637","0.839398","0.640974","0.60441","0.313491","-0.361058","-0.387044","-0.037907","0.209551","-0.529886","0.259455","0.139637","0.244404","0.113868","0.0173771","0.0725612","-0.165257","0.390352","-1.39061","-1.23486","0.0557972","0.377592","0.292555","0.0410365","0.947079","-0.227709","-0.338853","1.2161","-0.0785323","0.0739525","0.217588","-0.183522","-0.0984688","-0.0880352","-0.436286","-0.287129","0.0161612","-0.456446","-2.01607","-0.280516","0.0821645","0.0194167","0.0582336","-0.102754","-0.107632","-0.0150385","0.660412","0.350451","0.115594","0.417292","-1.08524","-0.0470495","-0.118996","-0.173891","0.134737","-0.034466","1.49437","-4.1051","0.768186","0.193359","-0.136892","0.179862","0.490772","0.689232","0.464912","0.73526","0.260488","0.211075","0.772741","0.846401","-0.144171"
