,ADK1_FO12_5,ARK1_BA,ARK1_F_BA,AVO1_FO12_5,BCK1_EDBA,BCK1_FODBA,BW25113_Ecoli_FO12_5,BW25113_Ecoli_S12_5,BW25113_S27_9,CAK1_FO12_5,CBK1_FO12_5,CCL1_FO12_5,CDC14_FO12_5,CDC15_FO12_5,CDC28_FO12_5,CDC28_het_F_BA,CDC28_he_BA,cdc34_FO12_5,cdc4_FO12_5,cdc53_FO12_5,CDC5_FO12_5,CDC7_FO12_5,CKA2_BA,CKI1_BA,CKI1_F_BA,CKS1_FO12_5,CLN2_EDBA,CLN2_FODBA,DAK1_BA,DAK1_F_BA,DBF20_FO12_5,DBF2_BA,DBF2_F_BA,DBF4_FO12_5,DUN1_FO12_5,ELM1_BA,ELM1_F_BA,FAB1_BA,FAB1_F_BA,FAR1_BA,FAR1_F_BA,FCP1_FO12_5,FMP48_EDBA,FMP48_FODBA,GLC7_BA,GLC7_F_BA,HOG1_EDBA,HOG1_FODBA,HRR25_het_F_BA,HRR25_he_BA,HSL1_BA,HSL1_F_BA,ILV3_F12_9,ILV3_S12_9,IPL1_FO12_5,IRE1_EDBA,IRE1_FODBA,ISR1_FO12_5,J_WT_Gal_FO12_5,J_WT_Gluc_FO12_5,KIN28_FO12_5,KSP1_EDBA,KSP1_FODBA,KSS1_het_F_BA,KSS1_he_BA,LST8_FO12_5,MCK1_BA,MCK1_F_BA,MEC1_FO12_5,MG1655_Ecoli_FO12_5,MG1655_Ecoli_S12_5,MG1655_S27_9,MKK1_EDBA,MKK1_FODBA,MPS1_FO12_5,NNK1_FODBA,NPR1_EDBA,NPR1_FODBA,PBS2_FO12_5,pdryCG196log_FODBA,pdryCG196_FODBA,pdryCG200_FODBA,PFK27_BA,PFK27_F_BA,PFK2_BA,PFK2_F_BA,PHO85_het_F_BA,PHO85_he_BA,PKC1_FO12_5,PRR2_BA,PRR2_F_BA,RAD53_het_F_BA,RAD53_he_BA,RIO1_EDBA,RIO1_FODBA,RIO2_FODBA,SCD5_FO12_5,SCH9_F12_9,SCH9_S12_9,Sc_mata_F12_9,Sc_mata_S12_9,SDS22_FO12_5,SFP1_F12_9,SFP1_S12_9,SLN1_FO12_5,SLT2_EDBA,SLT2_FODBA,SNF1_het_F_BA,SNF1_he_BA,SSU72_FO12_5,TOR1_EDBA,TOR1_FODBA,Tor1_GFP_BA,Tor1_GFP_F_BA,TOR2_EDBA,TOR2_FODBA,Tor2_GFP_F_BA,Tor2_GF_BA,TSCII_FO12_5,WT-TB50_BA,WT-TB50_F_BA,WtandRap_BA,WtandRap_F_BA,WTScer1448log_EDBA,WTScer1448log_FODBA,WTScer1448_EDBA,WTScer1448_FODBA,WTScer1450_FODBA,WT_hetdip_FO12_5,WT_mata_FO12_5,WT_pombe_FO12_5,YCK3_BA,YNK1_BA,YNK1_F_BA,YPI1_FO12_5
CD 09291,-0.324338,-0.301306,0.0778013,0.488291,-1.13465,-0.450834,-0.342942,-0.179348,-0.49722,0.734122,-0.210117,0.669933,-0.0266534,0.546968,0.829844,0.610978,0.1825,0.113476,0.241067,-0.167674,0.34099,-0.291424,0.738074,0.396361,0.229394,0.640862,-3.84584,-0.455874,0.310791,0.378097,0.316702,-0.294958,0.420685,0.380199,1.31366,0.972688,0.929515,0.894612,0.835234,0.284352,0.681462,0.11286,0.0279095,0.386846,0.11724,0.486977,-5.05257,-0.278213,-0.33797,0.443977,-0.0890337,0.158904,-0.0936048,0.189942,0.434553,-1.66982,-0.513986,0.1903,-0.690956,-12.1174,0.347785,0.62041,-0.745009,0.810235,0.130458,-0.0422455,-0.268378,-0.342075,0.429568,-0.932845,-0.382094,-0.605275,0.460587,-0.21971,0.615017,-0.311174,0.297598,-0.7066,-0.523956,0.53336,0.427596,0.253069,0.391802,0.000112652,-0.197945,0.230851,0.0901977,-0.15838,0.101247,0.379546,0.172277,0.749779,0.333792,0.324129,0.655392,0.294695,0.140962,-0.790224,-1.55137,0.108256,0.0566955,0.0778943,0.15668,0.110412,-0.137564,-7.16582,-0.0594394,0.338349,-0.653202,0.839421,0.225309,0.778229,-4.27048,-1.23894,0.48177,0.758038,0.45277,-0.608322,0.202451,-1.5122,0.0886815,-2.9587,-2.84471,0.160465,-0.461128,-3.4387,0.55002,0.905052,0.63811,0.0838474,1.01776,0.611125,0.102639,0.282931,0.0637801
CD 09658,-2.58892,-0.725733,-0.541711,-1.84724,-1.73747,0.399602,-0.549587,-0.517387,-2.10588,-1.34494,-2.38625,-1.61218,-2.58035,-2.04796,-1.8866,-2.22222,-2.20672,-2.63347,-1.83608,-2.3059,-2.85625,-2.32614,-0.953794,-1.05779,-0.96914,-2.00617,-4.17397,0.747067,-0.236166,0.304238,-0.342859,-1.199,-1.01401,-2.64676,-1.11275,-0.172862,0.258441,0.00820269,-0.288105,-1.04865,-1.04123,-2.76212,-1.23173,0.0629084,-3.42229,-2.91311,-2.70248,1.14949,-1.69044,-2.29631,0.245909,0.580357,-2.27552,-3.01141,-2.03162,-1.02337,0.431892,-0.968908,-0.727566,-4.58975,-1.98068,-0.869071,-0.0934246,-1.83786,-2.42517,-1.66591,-0.399899,-0.630203,-2.06435,-0.614044,-0.238652,-0.755302,0.532041,-0.0653096,-1.75075,-0.389396,-0.600644,0.106009,1.19992,-0.425177,0.0602438,0.487698,0.274413,0.142853,-0.592391,-0.414023,-2.02037,-2.88468,-2.42267,-0.487718,-0.18397,-2.11598,-2.38504,-2.72243,-2.24786,-2.71472,-1.87822,1.77704,-1.47616,0.000466812,-1.56224,-2.4186,-2.83834,-4.13308,-1.93695,-8.37662,0.228766,-1.46038,-2.47449,-1.98493,-1.52556,-0.657084,-1.60728,-1.13335,-2.58988,-1.65615,-0.0697844,-0.316444,-1.77038,-1.62724,-1.52553,-3.87422,-3.72001,0.0143499,-0.110097,-6.01461,0.502232,-2.1963,-1.73711,0.0210857,-1.86001,0.171165,-0.178496,0.397117,-1.85476
CD 09661,-3.60895,-0.208782,-3.13514,-2.73189,-0.666967,-2.10595,-0.315697,-1.07924,-5.35402,-2.19553,-3.12285,-2.46989,-1.71332,-2.90157,-2.26805,-3.08635,-0.280046,-2.81766,-2.86527,-1.11398,-2.7262,-3.10746,0.41135,-0.0966953,-3.49572,-2.31689,-6.71615,-4.04868,-0.253677,-3.07478,-2.28899,-0.800816,-1.75607,-2.30615,-3.51402,-1.39611,-3.35752,-0.811823,-3.60911,-0.185675,-2.53494,-2.50611,-0.505242,-3.42066,-0.555108,-2.79333,-6.25901,-3.14496,-2.7774,-0.263041,-0.436938,-3.24469,-2.48307,-0.0914502,-3.06568,-5.84063,-15.2367,-2.91201,-3.62878,-3.5837,-2.6505,-0.13118,-4.06503,-2.1598,-0.23767,-2.84563,-0.121528,-2.76832,-2.69024,-0.508244,-0.914579,-1.4311,0.200749,-3.92727,-2.25825,-3.32101,0.0928284,-4.2958,-0.499739,-0.74193,-0.699788,-0.817421,-0.342656,-3.69069,-1.18875,-4.10272,-2.36779,-0.48616,-2.90913,-0.38782,-3.6795,-2.48567,0.0185511,-0.0654221,-2.59146,-3.3276,-3.38843,-2.2281,-1.80967,-3.28484,-1.00709,-3.20953,-2.06986,-1.19613,-2.91216,-7.50048,-2.16344,-2.28603,-0.302147,-2.02367,-0.280884,-3.40004,0.604833,-0.796397,0.0552703,-2.43524,-0.751499,-0.0169999,-2.75251,0.024388,-1.23521,-3.87422,-3.72001,-0.0242357,-4.31801,-5.06708,-1.89496,-2.30201,-2.81104,-3.40927,0.100339,0.329085,-0.326136,-2.88764,-2.90942
CD 09821,-3.20117,0.313253,-0.800534,-1.3487,0.252829,0.474743,-1.28441,-2.17264,-12.7039,-1.01399,-1.47613,-1.00899,-0.266751,-1.23798,-1.52419,-1.19775,0.523041,-1.67412,-2.01574,-0.344741,-1.62672,-2.25624,0.685617,0.422562,-0.953101,-1.3896,-1.69419,-0.909057,1.07847,-0.115336,-1.15378,-0.0383086,-0.504547,-2.54507,-0.422471,0.167653,-1.85843,-0.0921939,-0.537614,0.348428,-0.668686,-1.20882,0.614541,-0.361863,0.449397,-0.378085,-1.07578,-0.0157563,-1.22679,0.305464,0.88691,-0.580899,-1.37008,0.484735,-1.45151,-0.0742443,-0.667443,-1.63415,-0.626348,-4.66313,-1.9462,0.513555,-0.201151,-0.777545,0.815695,-0.713314,0.488607,0.853723,-1.41856,-1.44212,-2.13854,-3.00561,1.84644,0.0255153,-1.48938,-0.810032,1.49175,-0.423692,0.518313,-1.27123,-0.380997,-0.92008,0.444973,-1.25288,0.508425,-0.6971,-0.976083,0.214829,-1.71019,0.917862,-0.656009,-1.26651,0.643067,0.89992,-0.616779,-1.55731,-1.49709,-1.20653,-1.91081,-1.28727,-1.29785,-1.46405,-0.784653,-1.54523,-1.5825,-4.09927,-0.722656,-0.709597,0.421725,-0.982332,0.551249,-0.914134,1.04706,-0.448752,0.766766,-1.26559,-0.836947,-1.27355,-1.3026,0.253844,-0.358525,-3.50578,-3.39178,1.08323,-0.892903,-2.9309,-1.42656,-1.3442,-1.10699,-1.00009,-2.16823,1.09874,0.857447,-0.32336,-1.84363
CD 10699,-0.358955,0.47774,-0.16686,-0.191227,-0.0316,-0.249897,-2.49348,-1.92253,-0.244036,0.18706,0.293001,-0.0477084,0.218141,0.145033,0.370882,0.419385,0.346803,0.070723,0.561313,0.0815492,0.310294,-0.00675845,-0.989281,0.625925,-0.00605312,0.0572705,-0.794831,-0.435142,0.255937,0.0249755,-0.161398,-0.279482,-0.740431,-0.165397,0.476331,0.0730361,0.174434,0.126269,0.343674,0.133354,0.0922733,-0.114518,0.215816,-0.204999,-0.262104,0.0260391,-4.77301,-1.31887,-0.513064,0.366862,0.426541,-0.171034,-0.441246,0.189901,0.315236,0.0489119,0.26156,-0.747782,0.482873,1.84597,-0.0866741,0.859035,-0.488645,0.3928,0.158297,-0.163199,0.519316,-0.261334,0.454209,-2.503,-0.762572,-0.76504,1.07542,-0.430954,0.115262,0.281518,1.33542,-0.0381424,0.287807,-16.7831,-8.64748,-9.63805,0.741726,0.017119,0.528486,-0.0573158,0.00925197,-0.134948,0.215617,0.579748,-0.017513,-0.263543,0.200118,0.310166,0.445096,0.216827,0.142921,-0.882574,0.147725,0.254047,0.403107,0.126034,-0.20406,-0.198367,0.481823,-3.22765,0.149346,-0.324001,-0.060273,0.102537,0.637816,0.483416,-0.233835,-0.513445,0.338794,0.847021,-1.7669,-3.00125,0.62023,-0.426543,-0.784506,-4.198,-4.04825,0.786229,-0.951283,-3.10793,0.262118,0.261718,-0.342762,-0.470155,0.54957,0.544006,0.641542,0.0477834,-0.207193
CD 10742,0.679778,0.450594,-0.0335566,0.527858,-0.394212,-0.542789,0.0859821,0.124625,0.685564,0.156423,0.439875,0.181121,0.365071,0.35331,0.600593,0.576943,0.10725,0.550347,-0.0292072,-0.257854,0.577489,0.492175,0.748523,0.709827,0.155586,0.320724,-3.38372,-0.316174,-0.0528868,-0.286441,0.120742,0.310555,0.209812,0.329843,0.486763,0.513551,0.0681086,0.7011,0.240098,0.248755,0.213126,0.397185,0.0253698,-0.275547,0.0859753,0.691116,-5.76359,-1.10423,-0.20522,-0.10914,0.0381492,-0.256773,0.293551,0.455483,0.461198,-0.394494,-0.187654,0.184566,1.08889,0.586204,0.411191,0.55526,-0.553247,0.750135,0.38495,-0.0267693,0.398737,0.0865873,0.467035,0.47751,0.911377,0.546327,0.430013,-0.684635,0.146658,0.437106,0.953487,-0.523598,-0.609237,-0.316834,0.14575,-0.425156,-0.0942992,-0.769537,0.0528017,-0.421675,0.566444,0.232845,0.568369,0.171297,-0.581885,0.538016,0.0841211,0.488981,0.147427,0.586697,0.393491,-0.36024,0.232934,-0.0700112,0.457052,0.362355,0.608549,0.685667,0.43655,-3.16593,0.0938584,0.779658,0.284128,0.374787,0.476015,-0.0520289,0.042392,0.499284,0.214468,0.712443,0.330661,0.0561887,0.798569,0.0774317,0.332371,-4.51062,-4.37648,0.850411,-0.566033,-4.81771,-0.545084,0.584208,0.643628,-0.314155,0.879098,-0.0261598,0.371122,0.202901,0.259265
CD 10788,0.745869,-0.653062,0.635933,0.999281,-0.301525,0.295301,0.727924,0.271999,0.477376,1.08881,1.11403,0.861018,1.05722,1.05942,1.09517,1.00849,-0.314613,0.516759,0.79715,0.43577,0.962708,0.989651,-0.0135777,-0.416613,0.604619,1.11085,-3.83718,0.137325,-0.160604,0.576906,0.894291,-0.27981,0.84351,0.805998,0.832941,-0.0463195,0.510635,-1.1097,0.747206,-0.226226,1.02927,0.955706,-0.773126,0.150527,-0.289777,1.13736,-5.7438,-0.860252,0.27553,-0.562427,-0.529841,0.408027,0.851183,0.0113439,1.05276,-0.902191,0.569599,1.01907,0.1414,0.941692,1.1147,-0.931627,0.0678701,1.14147,-0.574012,0.57285,-2.20352,0.225256,1.09016,1.17175,1.07983,0.812543,0.209387,-0.329461,0.854519,0.603288,0.735264,0.304032,-0.440471,0.429155,0.513103,0.110089,-0.440998,0.0530024,0.181381,0.508891,0.935002,-0.551469,1.00611,0.0223543,0.0675857,0.916159,-0.309052,0.0289,0.560768,1.2059,0.799553,-0.136619,-0.171527,0.692688,-1.22317,1.08355,0.860876,0.195747,0.987858,-10.4448,0.437435,1.20574,-0.442252,0.969582,-0.0596099,0.730803,0.410315,1.31153,-0.151836,1.07035,0.854527,-2.18474,1.0148,-0.0331287,0.912473,-3.17083,-3.06354,1.30226,0.262358,-7.94293,-0.133675,1.15546,1.09402,0.12744,-17.258,-0.0340021,0.389782,0.838925,0.976686
CD 11359,-0.119774,0.3917,0.322456,0.469046,-0.813073,0.00339103,-0.0920448,-0.261033,0.0493925,0.568711,0.644041,0.745927,0.317696,0.797492,0.691796,0.710639,0.00253402,0.0246221,0.385929,0.0322882,0.852784,0.743505,0.690892,0.350728,0.286118,0.560305,-3.1997,-1.16341,-0.384882,-0.403123,0.276124,0.335911,0.495441,0.476606,-0.760428,-0.249113,-0.627172,-0.0737683,0.494033,-0.123858,0.542148,0.469564,-0.351885,-0.849298,-0.682189,0.117513,-7.08013,-1.45401,0.143532,-0.0632448,-0.074983,-0.390983,0.923866,0.443772,0.681214,-0.286795,-0.0554263,0.446018,1.11648,1.3717,0.687971,0.186869,-0.898905,0.890119,0.137888,0.204286,-0.00794293,0.14622,0.737044,0.442082,1.12278,0.6657,0.233025,-0.951511,0.42148,-0.15333,0.41457,-1.02586,-0.562912,0.850113,0.464541,0.344719,-0.192577,-0.690923,0.0453857,-0.808668,0.672162,-0.0663323,1.1768,-0.0130071,-0.441253,0.423536,-0.17695,-0.0677129,0.759111,0.687854,0.808909,-1.01156,-0.204049,-0.832411,0.0962928,0.436478,1.15906,0.54841,0.568009,-4.80308,1.36287,1.17095,0.0837006,0.674046,0.295301,0.0290258,-0.417344,0.669887,-0.0889529,0.569119,0.663204,0.595238,0.458751,-0.254784,0.755831,-4.76741,-4.59531,0.540844,-0.198203,-4.25841,0.674708,0.674703,0.570943,-0.181164,-23.9717,-0.642888,-0.164022,-0.182402,0.466932
DFP 00056,-2.69771,-1.3165,-1.38874,-2.3585,-2.05586,-1.09916,-5.79667,-11.5698,-12.0759,-2.32747,-2.28712,-2.36327,-2.88345,-2.5973,-2.17062,-2.20023,-2.08241,-2.9833,-2.84543,-3.39639,-2.53772,-2.17622,-0.825208,-1.30644,-1.01376,-2.18103,-7.92537,-0.362564,-1.50783,-0.631972,-1.73426,-3.4146,-2.82608,-2.60131,-2.21893,-2.15374,-1.43919,-0.732962,-1.65375,-1.92743,-1.64416,-2.71567,-1.50001,-1.1,-3.20074,-3.40834,-11.7982,-0.365807,-1.86408,-2.54923,-0.733941,-1.16165,-2.64296,-1.42536,-2.65855,-1.57819,-0.849852,-1.72305,-2.42688,-3.15342,-2.29235,-0.945917,-1.3459,-2.05189,-2.22257,-3.24352,-1.53649,-1.28826,-2.334,-6.76045,-10.6107,-12.2659,-1.09129,-1.34642,-2.6199,-1.30999,-1.29512,-1.02755,-0.292707,0.104125,-0.667022,0.227404,-1.00676,-1.37141,-1.67866,-1.80191,-2.75895,-2.4181,-2.4593,-0.992034,-0.676897,-2.91364,-2.14863,-1.82417,-2.68408,-3.0844,-2.90969,-0.282048,-1.58219,-1.24926,-1.14077,-2.60718,-3.2391,-2.04799,-2.57299,-11.2365,-2.00768,-1.88915,-2.17781,-2.71371,-1.67829,-1.03308,-2.23218,-1.58238,-1.98119,-2.27931,-1.09217,-1.27912,-1.95989,-1.74343,-1.99538,-2.94753,-2.84471,-0.693385,-0.617673,-7.82858,-1.1809,-2.09224,-2.49899,-1.27799,-1.15588,-1.50193,-0.949154,-0.424908,-2.89578
DFP 00315,0.476643,0.623667,-0.143165,0.162274,-0.156127,-0.726128,0.150678,-0.673629,-1.83252,0.326904,0.249416,-0.0134637,-0.0915301,0.163998,0.38495,0.00268823,0.715897,-0.468785,-0.239521,0.189982,0.0203718,-0.0682956,0.739807,0.760111,-0.184017,-0.134776,-3.13688,-1.62289,0.633906,-0.154223,0.1881,0.368754,0.275354,-0.537708,0.00635747,-0.205107,-0.944587,1.00821,0.348184,0.70033,0.156769,-0.0916926,0.407404,-0.611441,0.751569,0.125755,-4.03539,-0.975231,-0.739866,0.516034,0.523113,-0.421271,0.114987,0.794381,0.190734,-0.0207061,-0.238453,0.0576752,0.935896,-0.0825968,-0.100922,1.02562,-0.868195,0.488569,1.12375,-0.125092,0.649686,-0.284682,-0.147061,-0.0788963,0.537327,0.69201,0.448128,-1.52708,0.00950378,-0.353598,0.964144,-0.809813,-1.04218,-0.104285,0.14575,-0.802765,0.606681,-0.448006,0.627277,-0.514701,0.265249,0.670159,-0.347584,0.638367,-0.885339,0.227423,0.456411,0.970706,0.0723831,-0.00586106,-0.128681,-0.707377,-0.210147,-0.246541,0.775474,-0.0491267,0.287694,0.894681,-0.0229212,-3.99913,-0.645321,0.717456,0.852945,0.217208,0.828894,-0.154142,0.850531,0.327006,0.833686,0.139056,0.111829,0.514484,0.22552,0.772009,-0.0132944,-3.50578,-3.39178,0.910389,-0.810747,-1.37368,-0.559539,0.0330553,-0.167551,-1.04369,-0.0212455,0.861962,0.627212,-0.388695,-0.189034
DP 00330,0.0511279,1.27334,0.844893,-0.000156107,0.515325,0.128274,-3.03097,-1.79567,-6.40363,0.157419,0.17422,-0.0174034,0.252215,0.194612,0.302613,0.500277,1.44706,0.209051,-0.367533,-0.2491,0.252352,0.132115,0.802019,1.25002,0.112661,-0.20023,-0.355676,-0.803062,1.60139,0.559807,0.442585,0.798936,0.843425,0.0856614,0.0920484,1.13818,0.10141,0.913103,-0.0112245,1.27857,1.07173,0.294759,0.980209,0.344279,1.36444,0.668653,-1.32938,-0.451827,0.179628,1.44407,1.12661,0.301343,0.315727,1.14434,0.0848586,0.595441,0.340586,0.47972,1.50148,0.623499,0.275324,1.73498,-0.390262,0.918502,1.56187,0.203549,1.02241,0.32814,0.351848,-0.504819,-1.1419,-1.7814,1.74167,-0.133527,-0.0417783,0.374077,2.03884,0.265552,-0.341401,0.850113,0.513103,0.278733,1.33674,0.239625,0.970082,-0.00336026,0.928061,1.18052,0.0437785,1.4131,0.332144,0.683228,1.14115,1.25128,0.305237,0.236257,0.305269,-0.201187,-0.11598,0.41537,0.693369,-0.186406,0.688516,0.568943,-0.0444896,-1.31417,0.524242,0.955524,1.28021,0.319739,1.17769,0.294312,1.45059,0.762222,1.23172,0.380278,0.727802,0.620718,0.448327,1.18293,0.450761,-3.41646,-3.28236,1.87612,0.277673,0.911178,-0.00960308,0.871983,0.583813,-0.111429,0.094287,1.28321,1.27395,0.573194,0.170655
DP 00453,0.186209,1.74306,1.08753,0.424492,1.07428,0.947056,0.301335,-0.688075,-8.86024,0.895091,0.715787,0.975947,0.824373,0.72662,0.747757,0.528912,1.73214,0.76157,0.477154,0.603783,0.921982,0.678491,1.19212,1.67341,1.20898,0.64804,1.69221,0.0379892,2.08728,1.26643,1.35902,1.07658,1.05585,0.905236,0.994815,1.43547,0.889873,1.43927,0.820632,1.42122,1.10056,0.59626,1.57575,1.05515,1.82583,0.662901,2.08655,0.349676,0.57683,1.98101,1.48747,1.27782,0.644756,1.72193,0.701119,1.06012,0.949849,1.46177,1.58671,0.577886,0.823375,2.39436,1.24235,0.926559,1.88899,0.587314,1.31099,0.718011,-0.189823,-0.219298,-0.388361,-1.32198,2.37454,0.479245,0.539443,1.09999,2.55849,0.482064,-0.131562,0.745908,0.59861,0.553683,2.01353,1.17284,1.66831,1.28575,0.727728,1.50198,1.11864,1.73317,1.08371,0.687232,1.49312,1.61778,0.767382,0.493564,0.71332,-0.178144,-0.159953,1.46288,0.958118,0.373001,1.37336,0.471809,0.411515,0.738318,1.31519,1.67847,1.74648,0.744359,1.88788,1.17386,1.82461,1.01051,1.48313,0.389605,0.457544,0.599834,0.761234,1.58219,1.10599,-4.45479,-4.37648,2.23447,0.723709,2.03464,0.378724,0.659974,0.990052,0.911698,0.224914,1.96397,1.61785,1.32669,0.918363
DP 00477,-10.8914,0.75153,0.871377,0.756109,0.0593183,1.13127,-0.26978,0.597097,0.778476,1.26964,-20.7452,0.783671,0.0751281,0.720958,-20.3926,0.988289,-4.88489,0.325698,0.646692,-0.172823,0.940304,0.285408,0.48386,0.867804,1.51013,-21.0802,-15.8353,-8.81579,0.668713,1.98049,-7.59507,0.667735,1.26909,1.03078,-23.0295,0.776052,0.572883,0.157938,0.668618,-6.93516,-19.0977,0.228011,-7.04393,-8.69025,-14.2609,-23.0474,-16.1423,-7.06627,-0.282589,0.568338,1.10874,1.51487,-0.0280735,0.754231,1.37681,0.507647,1.38351,-15.2241,-32.6623,-44.2217,0.728599,-4.31309,1.95622,-16.7277,-12.8877,0.589508,0.790544,0.716362,-21.7336,-4.27182,-1.84028,-0.450411,1.17119,0.68729,1.12098,1.83064,-8.07622,-27.9881,-15.8069,-5.31718,-2.35693,-1.79648,0.604732,1.62387,0.905775,1.30746,0.944402,-4.48666,-21.0769,-10.7837,-20.8512,0.699699,0.505522,-5.88207,0.544689,0.968068,0.888309,0.996872,0.588074,-18.7826,-5.26391,1.06028,0.751785,0.809289,0.991919,-1.16693,1.73415,-31.4266,-13.4123,-19.5994,-1.6803,1.62108,-6.20409,-19.1525,-5.32497,1.25759,0.48277,-1.16779,0.876228,-5.65429,-17.5997,-4.58877,-4.4859,-3.67619,-17.2705,-11.66,-0.87323,0.842607,-18.0975,-17.9833,0.178563,0.82702,-7.13373,-19.2341,1.02612
DP 00750,-0.269984,-6.30589,-0.0889797,-0.685639,-2.4779,-0.446841,-4.02452,-3.2473,-1.19187,-0.795571,-0.703228,-0.543648,-0.600811,-0.882979,-0.362893,-0.919573,-3.41991,-1.19989,-1.03484,-0.861044,-0.45239,-0.9725,-5.0414,-4.83972,-0.0353166,-0.639483,-8.71444,1.14028,-4.26744,0.35944,0.305874,-5.86433,-9.65388,-0.816939,0.817585,-3.21999,1.40146,-2.68317,-0.0729898,-6.13328,-0.390393,-0.968687,-1.95957,0.0727712,-3.55839,-1.06526,-9.92147,0.229885,-1.40263,-3.71495,-4.12051,1.23901,-1.16585,-2.37276,-0.509417,-3.35635,0.491239,-0.185005,-8.13893,-3.12119,-0.402688,-1.83387,0.594687,-0.318323,-1.38988,-1.10196,-6.39454,-0.476883,-0.100241,-8.15503,-6.2751,-4.92474,-2.64646,0.66967,-0.860678,0.440006,-1.41993,0.255613,1.35686,-3.5803,-1.44494,-2.08601,-2.81774,0.969075,-3.93331,0.0749637,-1.19144,-3.71284,-0.72128,-2.87233,0.424995,-1.30772,-4.44607,-1.61263,-1.05573,-0.896651,-1.18104,1.09398,-1.48121,0.440719,-4.68236,-0.673777,-0.935352,-2.83873,-0.455483,-9.62364,-0.139779,-0.436628,-2.07988,-0.701719,-3.06883,-0.295324,-6.27018,-6.70413,-3.03926,-0.675369,-5.46099,-4.43591,-0.841238,-6.15705,-2.16384,-4.37664,-4.26707,-1.38868,0.313178,-11.0682,-1.12932,-0.415874,-0.81239,0.72505,-20.3529,-6.04,-5.8937,0.403245,-0.662879
DP 00881,-22.5678,-14.9135,-41.765,-39.3473,-7.91567,-37.1096,-0.999486,-3.56563,-3.15877,-36.8098,-45.7017,-42.9538,-20.9325,-40.8543,-44.4618,-41.0755,-14.0378,-18.8146,-40.3455,-18.9374,-40.7637,-47.0081,-12.0222,-16.6636,-46.7552,-43.5932,-24.5323,-26.3684,-13.0608,-38.5064,-19.077,-7.6318,-27.3248,-40.457,-49.7647,-20.9415,-34.1809,-19.6598,-34.8396,-14.4875,-40.1608,-39.2951,-9.61553,-37.6343,-14.707,-42.3324,-24.9873,-19.6948,-31.5322,-12.4091,-15.2829,-39.7062,-44.6773,-15.554,-46.1,-8.00101,-33.2188,-24.3829,-32.2401,-44.064,-43.9933,-9.31237,-35.015,-34.4758,-13.4193,-48.5336,-11.6432,-31.6195,-42.7019,-0.8698,-3.14415,-2.78045,-9.56904,-33.1553,-41.7291,-39.1136,-8.76516,-34.3257,-17.4193,-17.0081,-9.3938,-9.82135,-12.827,-39.1497,-17.0907,-46.3963,-37.0314,-12.4059,-47.9896,-13.8592,-40.6984,-37.5496,-12.7003,-12.2916,-38.0258,-39.7774,-46.4698,-35.7168,-10.6748,-41.3005,-12.3515,-40.8998,-45.2338,-13.6695,-42.7482,-23.8839,-32.105,-39.0442,-13.3819,-42.0177,-7.01983,-36.0946,-11.1159,-37.5309,-12.8008,-37.6929,-27.6075,-7.31518,-37.0828,-10.0987,-34.702,-4.76741,-4.59531,-8.28291,-36.4273,-23.0218,-20.7597,-34.8847,-38.6056,-38.7589,0.968125,-10.8053,-15.946,-41.67,-47.1834
DP 01415,-2.32661,-1.75087,-2.28815,-3.87177,-6.45744,-14.4015,0.389268,0.325291,0.665789,-3.59307,-2.92762,-3.04063,-1.75567,-3.85905,-2.64836,-3.61277,-4.51027,-5.20799,-1.98144,-1.9299,-2.8735,-2.73819,-0.617169,-1.91566,-2.60088,-2.54952,-6.21762,-0.679044,-2.24727,-1.46761,-1.184,-3.46357,-4.34319,-3.67319,-4.05402,0.301652,-0.758545,-3.82415,-2.76662,-2.87403,-2.98019,-4.72462,-2.1444,-2.33606,-6.74866,-5.01456,-8.92326,-0.692813,-4.4307,-5.66146,-0.632304,-1.53395,-3.86769,-4.61946,-3.54295,-2.83112,-2.40584,-2.08536,-10.4903,-3.29614,-2.58903,-0.931735,-1.67979,-3.02294,-4.76959,-3.7105,-1.52255,-1.71776,-2.2451,-1.02527,-0.0550529,-0.150147,-1.92561,-3.08793,-2.59021,-1.85382,-1.28664,-1.47831,-0.364989,-17.2165,-9.3083,-9.22012,-1.69603,-2.02552,-1.61693,-2.64647,-4.18416,-5.49826,-2.24108,-1.91741,-2.16238,-4.40521,-5.72861,-5.39763,-4.24938,-5.31942,-4.05753,-1.55898,-1.93008,-1.1111,-1.12678,-4.46682,-3.60736,-3.96692,-2.59158,-10.9713,-1.78426,-3.23214,-4.67674,-2.81012,-2.45315,-3.91713,-3.14176,-3.42556,-6.08098,-5.28408,-4.01811,-3.88001,-4.21244,-3.86304,-3.32895,-4.14218,-4.04825,-1.11451,-2.05867,-10.1245,1.08068,-5.06737,-4.07806,-1.30743,-1.11141,-3.26981,-1.45965,-1.24726,-2.55407
