"","BCK1_EDCT","BCK1_ED_FODCT","CLN2_EDCT","CLN2_ED_FODCT","FMP48_EDCT","FMP48_ED_FODCT","HOG1_EDCT","HOG1_ED_FODCT","IRE1_EDCT","IRE1_ED_FODCT","KSP1_EDCT","KSP1_ED_FODCT","MKK1_EDCT","MKK1_ED_FODCT","NNK1_EDCT","NNK1_ED_FODCT","NPR1_EDCT","NPR1_ED_FODCT","pdryCG196_EDCT","pdryCG196_ED_FODCT","pdryCG200_ED_FODCT","RIO1_EDCT","RIO2_EDCT","RIO2_ED_FODCT","Sc_hdip2uM_F12_9","Sc_hetdip2uM_S12_9","Sc_mata2uM_F12_9","Sc_mata2uM_S12_9","SLT2_EDCT","SLT2_ED_FODCT","TOR1_EDCT","TOR1_ED_FODCT","TOR2_EDCT","TOR2_ED_FODCT","WTScer1448_EDCT","WTScer1448_ED_FODCT","WTScer1450_ED_FICT","WT_het_dip_FO12_5","WT_mata_FO12_5"
"GK 03027","-3.48109","0.0778226","-12.3812","0.0372081","-5.6948","0.373453","-3.96782","-0.750307","-21.7417","-1.1411","-13.3102","0.0582002","-3.29363","0.157927","-4.08926","-0.162601","-9.98637","0.468005","-4.15639","-3.44929","-1.60695","-1.7307","-2.29126","-0.313793","0.0663323","-0.400805","1.27317","0.533183","-22.5467","-7.17313","-10.3147","0.157563","-7.80127","-0.118374","-9.28457","0.317022","-8.41069","0.073342","0.0775709"
"GK 03162","-6.01676","-6.51441","-24.3223","-6.84659","-7.83936","-12.1116","-6.22384","-5.50501","-12.0085","-0.0606746","-21.1647","-10.513","-3.97657","-2.24487","-16.2661","-8.51274","-14.0505","-9.01705","-29.2741","-46.8529","-36.7397","-3.74196","-10.9923","-18.2997","-0.353994","-7.07617","-9.97085","-4.85562","-27.8983","-38.6419","-21.3561","-9.11238","-20.1502","-9.81597","-25.2937","-12.0272","-29.1168","-9.53934","-4.43027"
"GK 03206","-1.59301","-0.198806","-6.76333","-0.0967175","-1.78844","-0.150295","-1.58531","-0.558184","-7.4149","-0.365872","-5.54351","-0.335916","-1.85446","-0.213231","-3.5","-1.15373","-3.99056","-0.015984","-13.6844","-10.9228","-6.66436","-1.81201","-2.70995","-1.18512","-0.481129","0.0863951","0.290633","0.5094","-9.97054","-2.67748","-5.67728","-0.165807","-7.17829","-1.16024","-5.415","-0.288489","-6.25094","-0.348082","-0.0952737"
"GK 03299","-6.07363","-6.54986","-24.4271","-6.70096","-7.83649","-12.0263","-6.76515","-5.78604","-18.2791","-3.01261","-21.1165","-10.3054","-4.81328","-5.4943","-17.0408","-20.7286","-14.0348","-8.86961","-29.5396","-47.1403","-36.5357","-6.65537","-10.9476","-18.8003","-1.08859","-11.2222","-22.5358","-7.39482","-28.5792","-42.939","-21.2964","-9.05437","-32.7346","-9.6765","-25.6476","-12.0312","-29.1511","-9.53376","-4.4166"
"GK 03544","-6.05743","-6.51441","-25.3075","-6.84659","-7.71495","-9.56561","-6.77493","-5.74226","-30.2035","-9.14954","-20.8754","-10.1601","-6.50276","-12.1703","-16.768","-19.8428","-14.0606","-8.82233","-29.7521","-47.1403","-36.7397","-7.30947","-10.9743","-18.706","0.374484","0.818269","-0.139098","0.403935","-28.5792","-42.377","-21.3461","-8.99635","-36.0736","-12.7142","-25.7948","-12.0312","-29.0826","-9.53376","-4.39557"
"GK 03583","-1.25454","0.479788","-7.49745","0.101343","-1.15104","1.49373","-2.34646","-0.59348","-4.71551","0.665399","-2.7365","1.08541","-1.46139","0.874769","-2.07772","0.933838","-2.36853","1.58343","-29.4069","-46.8529","-36.3359","-1.22673","-1.4735","0.339706","0.177877","-0.0541965","-1.00648","-0.291911","-7.95221","-1.15695","-3.89594","0.654984","-4.4908","1.15944","-7.68459","1.23956","-4.84539","0.578849","0.263319"
"HAN 00018","-1.23472","-0.0829636","-11.2337","-0.242339","-4.9651","-0.40595","-2.74894","-0.724837","-10.4838","-0.233188","-11.9374","-0.356873","-2.16075","-0.282367","-2.98847","-0.552861","-6.97327","0.152289","-13.0432","-13.5097","-31.4905","-1.62589","-2.91319","-0.99659","-1.80845","-0.000361187","-1.04672","-0.0817984","-13.4647","-2.67748","-4.94086","-0.0580168","-6.12476","-0.502945","-9.59267","-0.0619319","-8.61638","-0.143004","-0.04907"
"HAN 00028","-5.9141","-4.64194","-23.4686","-4.20958","-7.60881","-5.65799","-6.97688","-5.81285","-23.8713","-2.75843","-20.0978","-6.46839","-6.44922","-9.41817","-10.2848","-1.29621","-12.7114","-1.43986","-29.7879","-46.8529","-36.3359","-5.39376","-8.75455","-1.30869","-1.18081","-0.602055","-0.644073","0.0544304","-27.3997","-33.3529","-16.7982","-0.32337","-22.6141","-1.16541","-21.0893","-0.515046","-18.7295","-0.40897","-0.427695"
"HAN 00057","-2.81899","-0.137401","-12.8042","0.276012","-2.5463","0.161467","-3.78357","-0.435317","-13.9455","-0.280013","-6.01433","0.400602","-3.04716","-0.204739","-3.78735","0.190488","-5.28215","-0.0897058","-28.8428","-45.1282","-35.7323","-2.80446","-3.47608","-1.06156","1.94934","-1.05858","2.80237","0.253451","-15.2235","-1.52053","-9.03099","-0.0580168","-11.1703","-0.798102","-13.4845","0.547658","-10.4333","-0.636222","0.0848704"
"HAN 00116","-6.12918","-6.5948","-25.1102","-6.79415","-7.89209","-12.1116","-6.71771","-5.66318","-23.9135","-2.97344","-21.0478","-10.3781","-5.81835","-5.87395","-16.9385","-20.6233","-13.9847","-8.9225","-29.9302","-47.1403","-36.3359","-7.30322","-10.9968","-18.8003","-17.9609","-16.9286","-23.7147","-8.6526","-28.2432","-42.658","-21.1421","-9.05437","-35.7955","-12.9985","-26.0816","-12.0272","-28.8426","-9.37352","-4.36008"
"HAN 00117","-0.781723","-0.324143","-8.76612","-0.120109","-0.540543","-0.164851","-2.49965","-0.741817","-0.714719","0.202399","-1.79015","-0.190573","-1.10333","-0.204739","-1.45427","-0.800644","-1.27382","-0.110535","-2.21685","-1.72465","-1.20725","-0.677861","-1.04496","-0.843725","-0.182002","0.469654","-0.391105","-0.0766676","-3.05436","-2.87582","-1.95537","-0.165807","-1.25482","-0.109599","-7.23573","-0.284411","-1.28009","-0.0766621","0.054051"
"HAN 00328","-0.178124","0.319002","-6.67381","0.607998","0.0560591","0.940871","-1.34785","0.030681","-0.379903","0.548247","0.584162","0.940062","-0.762651","0.667359","0.0994681","1.03914","0.13883","0.709999","-21.307","-14.9469","-13.1411","-0.289522","-0.489011","0.310407","1.72792","1.04097","1.08956","0.590655","-0.954525","0.479303","0.0896881","0.704757","0.300123","0.766455","-6.69596","1.08309","0.331151","0.460784","0.422133"
"HAN 00349","-0.795092","0.158216","-10.7606","0.316755","-0.724045","0.543891","-2.81791","-0.285644","-4.09563","0.0440236","-1.42","0.411081","-1.40129","0.157927","-0.489855","0.438271","-1.98299","0.51528","-30.3204","-44.2659","-35.3285","-0.486149","-0.983919","-0.219526","0.213076","1.02227","0.336792","0.822793","-5.00125","-1.63625","-2.12455","0.273597","-1.17662","-0.156434","-9.71187","0.629974","-0.834427","0.106062","0.219402"
"HAN 00359","-6.01439","-6.63025","-25.9269","-6.84659","-7.85908","-11.9557","-6.968","-5.74226","-28.534","-5.0321","-20.8557","-10.2433","-6.23592","-7.41802","-17.0797","-20.6233","-13.6311","-8.87523","-30.9242","-46.8529","-36.136","-7.43366","-10.9993","-18.6767","-5.68046","-18.0723","-23.5099","-9.77675","-28.2599","-42.939","-20.8933","-8.99635","-36.3127","-20.3211","-26.4279","-12.1054","-29.1511","-9.47857","-4.35899"
"HAN 00365","-1.18941","-0.0829636","-12.9379","-0.0850218","-1.37098","0.232129","-3.68163","-0.830724","-5.51819","-0.166028","-4.8292","-0.0661862","-1.72491","-0.213231","-1.86829","-0.199772","-3.18389","0.22601","-30.7076","-43.4036","-36.3359","-1.23456","-1.90203","-0.00169268","-0.541068","-1.19323","0.115095","0.13384","-7.92435","-1.99983","-3.26401","0.10779","-3.99357","0.0497351","-11.3146","-0.14017","-4.67398","0.183791","0.0229405"
"HAN 00389","-0.853091","-0.0120647","-10.7842","0.328451","-0.608259","0.543891","-3.14471","-0.443807","-2.8543","0.208234","-2.59223","0.203544","-1.37048","0.304692","-1.03053","0.438271","-1.13042","0.468005","-11.0441","0","-0.399699","-0.853983","-0.922865","0.433973","0.0816747","-0.989819","-0.0938436","-0.197414","-2.21759","-0.958607","-2.28875","0.265353","-2.48135","0.425744","-10.0554","0.547658","-2.54851","0.427463","0.222719"
"HAN 00486","-0.400777","0.122766","-10.5005","0.276012","-0.217011","0.699771","-2.81561","-0.277154","-1.66926","0.282028","-1.60266","0.400602","-1.20127","0.38232","-0.689596","0.543577","-0.525566","0.468005","-10.0517","-0.862323","-0.199849","-0.829827","-0.561523","0.404674","-0.164535","-0.379958","0.242129","-0.0543304","-1.04182","-1.04123","-1.17417","0.373144","-1.7135","0.405746","-9.00458","0.547658","-0.937272","0.416557","0.270715"
"HTS 00031","-3.95438","-0.574816","-14.7805","-0.417008","-2.33301","-0.929699","-3.97375","-0.839214","-10.33","-1.10572","-5.57027","-0.875376","-2.72254","-1.38735","-3.74844","-2.03956","-5.5187","-0.62097","-30.9623","-46.278","-36.136","-3.22945","-4.20737","-2.18002","-2.33245","-1.66158","-1.62374","-0.446659","-10.8193","-7.75147","-8.05572","-1.13592","-12.6864","-2.49178","-14.1433","-0.976316","-9.8848","-1.30162","-0.268419"
"HTS 00718","-0.244287","0.158216","-10.2764","0.276012","-0.0205616","0.699771","-2.60666","-0.092186","-0.577344","0.274147","-0.470467","0.535467","-1.22453","0.304692","-0.450968","0.4011","-0.0848267","0.589002","-15.9321","0.862323","0.00407856","-0.5714","-0.64264","0.52824","0.282089","-0.0430749","0.264543","0.349814","-0.16551","-0.760265","-0.452679","0.480934","-1.22397","0.503801","-8.60287","0.46942","-0.388765","0.472112","0.272605"
"HTS 00931","-0.0563284","0.248103","-8.72147","0.38089","-0.0176859","0.699771","-2.44179","-0.285644","-0.14491","0.275838","0.0929399","0.462795","-1.07137","0.304692","-0.28529","0.580748","-0.304761","0.468005","-10.2348","-0.287441","-0.603627","-0.262766","-0.329646","0.433973","0.300079","0.578737","0.521787","0.588557","-0.406647","-0.958607","-0.850739","0.43116","-0.522526","0.243171","-8.24102","0.317022","-0.0802292","0.388749","0.251145"
"HTS 00950","-0.291965","0.122766","-9.08548","0.235268","0.0546871","0.614553","-2.56076","-0.479103","-0.293935","-0.0238198","-0.248145","0.265737","-0.911456","0.304692","-0.69443","0.190488","0.0436866","0.347008","-10.3294","-2.29953","-0.803476","-0.186854","-0.480821","0.21614","-0.420818","0.807542","-0.0769218","0.650824","-0.330472","-0.958607","-0.527316","0.265353","-0.867444","-0.146459","-7.43886","0.317022","-0.217356","0.349915","0.194293"
"HTS 01044","-5.93525","-6.54986","-26.0255","-6.89903","-7.88743","-12.1116","-6.97093","-5.82983","-21.2973","-3.27816","-21.1321","-10.4403","-5.38979","-5.56343","-17.0846","-20.6233","-13.9714","-9.0435","-31.5385","-47.1403","-35.9321","-6.84866","-10.9919","-18.8003","-1.79178","-11.4201","-18.3231","-7.27678","-28.0905","-42.939","-21.3561","-9.05437","-34.4159","-9.68743","-26.2896","-12.1054","-29.1168","-9.44495","-4.36456"
"HTS 01130","-0.328639","0.158216","-8.23398","0.223573","-0.389082","0.543891","-2.24172","-0.285644","-2.26197","0.186494","-1.96338","0.203544","-1.12992","0.373829","-0.99643","0.332965","-1.0189","0.273286","-9.10059","-0.574882","-0.403777","-0.514556","-0.561516","0.404674","0.378966","-0.0311869","0.36309","0.155381","-1.04915","-0.958607","-1.61702","0.315127","-1.60409","0.278457","-6.79903","0.317022","-1.89716","0.361603","0.156216"
"HTS 01156","-0.329024","0.238609","-7.09235","0.182829","-0.525887","0.38801","-1.68861","-0.258839","-1.45182","0.277762","-1.97436","0.203544","-1.00529","0.451457","-1.01591","0.332965","-0.80244","0.420729","-8.56075","-0.862323","-0.603627","-0.42495","-0.612318","0.310407","0.842626","-0.0591411","0.0804879","-0.106707","-1.43999","-1.23957","-1.19406","0.381387","-1.1338","0.697747","-5.46707","0.391182","-2.13713","0.378083","0.226004"
"HTS 01584","-6.14397","-6.46947","-25.6734","-6.63683","-7.78424","-8.64064","-6.98929","-5.82134","-19.9309","-0.334667","-20.6578","-8.02254","-4.32581","-0.110128","-12.4958","-1.1847","-14.0186","-8.55951","-26.3993","-29.319","-36.1319","-4.83915","-9.19863","-0.931622","0.136846","-1.18794","-0.0894588","-1.0181","-27.7888","-37.0057","-20.9928","-7.99327","-22.2244","0.206643","-25.9702","-11.953","-27.917","-9.48396","-4.376"
"HTS 01699","-2.88442","0.274058","-11.9243","0.153782","-1.95298","0.402566","-2.84287","0.030681","-10.568","0.172864","-3.74099","0.265737","-3.09031","0.38232","-1.59066","0.438271","-3.54276","0.394283","-25.2164","-14.9469","-0.599548","-1.73308","-1.9807","0.622507","-0.517144","0.262613","0.0853279","0.426206","-11.8949","-0.760265","-5.05529","0.265353","-6.32017","0.50331","-11.8825","0.695977","-4.77682","0.433517","0.223814"
"HTS 01769","-1.19538","0.399395","-4.33634","0.409937","-0.617164","0.373453","-1.37802","-0.34641","-3.49378","0.315926","-2.25625","0.462795","-1.4058","0.304692","-1.06465","0.190488","-2.51255","0.347008","-29.998","-47.1403","-35.5242","-1.23821","-1.53085","-0.0959597","-0.438342","0.751172","-0.0182377","0.609333","-9.08691","-0.0826201","-3.19932","0.165807","-3.85612","-0.115637","-4.24183","0.234706","-3.23415","0.112657","0.178738"
"HTS 01833","-5.99771","-6.5948","-24.6266","-6.74171","-7.90448","-12.1116","-6.50947","-5.61939","-14.2433","-1.66769","-21.2293","-10.3781","-3.73432","-0.715375","-11.9989","0.227659","-13.7969","-8.96978","-25.4409","-35.3553","-35.9321","-5.2888","-10.3733","-0.502327","0.103949","-0.585107","0.702794","0.160082","-27.9935","-41.2532","-21.2416","-9.05437","-22.6089","0.436235","-25.4369","-12.0312","-26.9914","-9.42811","-4.40257"
"HTS 01835","-6.09259","-6.5948","-25.0123","-6.79415","-7.87107","-11.9702","-6.75133","-5.82134","-13.3037","-1.11578","-21.2023","-10.3781","-2.34473","0.658867","-12.1936","-1.24663","-13.8214","-8.9225","-22.9273","-28.1692","-33.9336","-3.72075","-10.3204","-9.8806","0.156447","0.617878","0.487394","0.521406","-27.0841","-30.8576","-21.2416","-9.05437","-20.0837","-8.66154","-25.2865","-11.953","-29.014","-9.50062","-4.40662"
"HTS 01936","-6.09307","-6.55936","-24.3418","-6.20601","-7.83519","-11.8144","-6.68087","-5.78604","-30.5888","-9.29788","-21.0968","-10.3159","-6.503","-11.8938","-16.8898","-19.1304","-14.1201","-8.80151","-28.8478","-46.5655","-35.7282","-7.46326","-10.844","-10.7978","-0.207305","-0.939285","-1.24609","-1.21507","-28.2218","-42.658","-20.9331","-8.88856","-36.2423","-20.3961","-24.9354","-9.78682","-28.8426","-8.5378","-4.2818"
"HTS 01937","-5.98671","-6.38907","-24.1854","-6.64853","-7.53377","-11.6585","-6.40097","-5.62788","-29.7114","-9.06104","-20.3178","-10.2328","-6.37777","-11.8683","-16.9969","-20.6233","-13.7443","-8.84878","-27.276","-45.1282","-35.928","-7.41593","-10.9923","-18.8003","-76.6334","-27.8157","-54.06","-18.7325","-27.0856","-41.4184","-20.8585","-8.88856","-36.536","-21.533","-23.3228","-11.508","-13.4501","-9.21356","-4.17476"
"HTS 01940","-4.29454","-0.234256","-15.6105","-0.498494","-4.50735","-0.235513","-4.25324","-1.48884","-17.7299","-0.321045","-11.27","-0.128379","-4.2086","-0.437624","-9.155","-1.22808","-9.33265","0.0104624","-23.5498","-37.0799","-33.7093","-4.43906","-5.96617","-0.873024","-2.32538","-1.63492","-2.32287","-2.04342","-17.2855","-2.7601","-11.7876","-0.165807","-17.6111","-0.265486","-13.1668","-0.14017","-19.2437","-0.131616","-0.129637"
"HTS 01941","-2.18212","-1.09262","-10.8599","-1.40127","-2.7283","-1.80888","-2.6641","-1.39278","-11.5843","-1.45029","-8.44976","-1.82991","-2.18229","-1.90527","-4.85893","-3.27848","-5.82299","-1.29968","-26.745","-42.5413","-33.1057","-2.14748","-2.6235","-2.15072","-2.26733","-0.718195","-2.63258","-1.04997","-12.2154","-9.66868","-7.87161","-1.40951","-8.48293","-2.34099","-8.5715","-2.42613","-7.65649","-1.22359","-0.76851"
"HTS 01945","-1.60316","-0.404536","-5.18641","-0.469447","-1.72676","-0.632494","-1.53495","-0.882999","-7.45324","-0.6951","-4.73874","-0.813183","-1.4886","-0.877919","-2.60383","-1.33338","-3.54958","-0.573695","-26.0499","-37.6548","-34.7208","-1.12122","-1.57879","-0.531626","-0.086693","0.359396","-0.378885","0.364067","-7.86163","-4.39635","-4.05516","-0.381387","-4.37341","-0.339356","-4.14459","-1.05455","-3.16558","-0.231579","-0.31167"
"HTS 01946","-2.39084","-0.529873","-6.78681","-0.329482","-6.18807","-1.29757","-2.67835","-1.29405","-17.1001","-0.806469","-7.70291","-0.875376","-1.96856","-1.17145","-3.42684","-1.46965","-8.38617","-0.715521","-25.5209","-38.5171","-19.2141","-1.20296","-1.587","-0.843725","-0.770249","1.13416","-0.678836","0.439699","-17.6922","-5.5533","-7.36906","-0.64674","-3.71923","-0.706219","-8.51259","-1.35935","-4.39973","0.00676025","-0.315084"
"HTS 01950","-6.10605","-6.5948","-22.2695","-6.09547","-7.7689","-11.5296","-6.62559","-5.78604","-29.1049","-6.59944","-20.3834","-9.8177","-6.44982","-12.0927","-13.0853","-1.6493","-13.8058","-6.71647","-28.3002","-41.679","-29.8795","-6.91464","-10.3815","-1.31506","-1.87922","0.668068","-0.821224","0.50189","-27.7073","-41.6994","-19.734","-6.30191","-31.647","-0.975705","-24.0769","-6.47818","-25.1744","-0.081695","-3.00028"
"HTS 02324","-0.185607","0.158216","-0.298967","0.264316","-0.108685","0.38801","0.0781565","-0.364726","-0.278505","0.393794","-0.034486","0.338409","-0.109709","0.235556","-0.786974","0.0851821","-0.216813","0.22601","7.80925","-1.72465","-0.807555","0.0478358","-0.0752267","0.339706","0.22269","1.16742","0.271905","0.606734","0.103145","-1.43791","0.15935","0.381387","-0.522799","0.497878","-0.513534","0.168703","0.433997","0.26152","0.107124"
"HTS 02581","-1.42874","-0.288693","-8.91379","-0.469447","-2.10698","-0.617937","-2.45248","-0.926785","-7.50087","-0.345101","-5.19974","-0.605646","-1.55732","-0.731154","-3.33439","-1.33338","-3.87471","-0.452697","-23.7362","-32.4808","-20.9638","-1.60208","-1.92702","-0.531626","0.0514915","-1.23728","-0.842347","-1.00348","-8.43558","-3.63608","-5.27423","-0.273597","-6.81414","-0.298568","-8.10662","-0.827997","-6.3195","-0.225405","-0.284736"
"HTS 02733","-4.68717","-0.565322","-21.5043","-2.03054","-6.51195","-1.10014","-6.09916","-4.10702","-25.9528","-2.37157","-17.4378","-1.35264","-5.07507","-1.30972","-8.90643","-2.32451","-11.9556","-0.810072","-30.0893","-46.8529","-36.3359","-4.07249","-6.16898","-1.83862","-2.37683","-0.539402","-1.39239","-0.346199","-26.2178","-24.4445","-15.6289","-0.812547","-17.4031","-1.63264","-18.4232","-1.44166","-20.7178","-0.96853","-0.843967"
"HTS 02734","-5.31712","-2.02886","-22.6772","-3.39242","-7.76137","-10.5943","-5.46427","-2.95028","-28.1658","-5.34442","-20.2677","-9.49626","-4.88272","-0.860936","-11.4536","-1.43869","-13.6372","-6.00733","-28.1616","-39.092","-35.5324","-5.07249","-7.58659","-1.40296","-4.98162","-1.68549","-2.70063","-1.93376","-28.0337","-41.3358","-18.9478","-3.69022","-23.2323","-0.99645","-20.5677","-1.45798","-25.4144","-0.530506","-2.75528"
"HTS 02735","-5.68822","-3.34363","-24.7645","-4.99464","-7.92351","-10.2534","-6.64759","-5.10961","-29.3375","-6.09533","-20.7608","-8.45925","-5.75337","-3.92602","-11.4878","-2.6776","-13.876","-5.74849","-30.9784","-47.4278","-36.7397","-5.30633","-8.01427","-2.39785","-3.68272","-0.716362","-2.72302","-0.790914","-28.4647","-41.782","-19.3757","-3.66518","-25.4103","-2.20156","-22.6228","-1.59406","-24.7288","-1.06867","-2.67488"
"HTS 03128","-5.02517","-0.503918","-17.4943","0.0722952","-6.41945","0.176023","-5.89888","-2.80375","-21.2112","-0.752794","-15.3642","0.193065","-4.56928","0.0887906","-5.06339","0.190488","-11.2731","0.299732","-30.9471","-46.5655","-36.3359","-3.3429","-5.06981","0.339706","0.963029","0.0533706","0.825857","-0.0171793","-25.5955","-21.1889","-12.0961","0.157563","-14.7784","0.674549","-18.0453","0.312944","-13.5187","0.178938","-0.0222329"
"HTS 03643","-1.44894","0.399395","-11.131","0.462376","-1.60227","0.317347","-2.10226","0.153548","-4.43249","0.276882","-3.14813","0.32793","-1.45308","0.080299","-1.56147","0.648883","-2.26309","0.441559","-13.0208","-3.16185","-2.61028","-1.17923","-1.40713","0.433973","0.886318","0.266187","1.16061","0.466283","-6.61183","0.198342","-2.80125","0.17405","-3.68847","0.338098","-7.2607","0.387104","-3.74837","0.0286939","0.176151"
"HTS 03647","-1.76308","0.0683284","-11.4554","0.142086","-1.75818","0.00558586","-2.95451","-0.408511","-4.24009","-0.0149206","-3.07172","0.0686788","-1.25205","-0.0664659","-1.42021","-0.199772","-2.68398","-0.015984","-14.9694","-2.29953","-0.799397","-1.24889","-1.57019","-0.219526","0.0120861","0.568835","0.368024","0.669218","-7.79752","-2.67748","-3.27893","-5.41543e-16","-3.72703","-0.053226","-9.33893","-0.14017","-3.09702","-0.126283","0.0450653"
"HTS 03696","-0.51015","-0.0215589","-8.77385","0.235268","-0.633527","0.232129","-2.49953","-0.400021","-3.06591","0.0500932","-1.20403","0.276216","-1.00979","0.235556","-0.635972","0.0851821","-1.4228","0.22601","-16.3195","-5.17394","-2.41451","-0.0251293","-0.217803","0.339706","0.35167","1.02103","0.391527","1.01981","-2.5516","-0.958607","-1.50257","0.273597","-0.503113","0.155023","-8.21796","0.238785","0.0226159","0.178217","0.0698095"
"HTS 03934","-2.6153","-0.127907","-14.3185","0.171134","-3.99388","-0.150295","-4.71295","-0.583654","-14.5533","-0.156251","-7.72726","-0.263244","-2.90361","-0.135603","-5.55054","-1.04843","-7.02687","0.0577378","-25.5604","-13.5097","-15.1111","-2.80443","-3.37448","-1.65009","-2.76923","-2.06506","-1.46222","-1.28262","-13.5133","-3.91705","-8.69262","-0.273597","-12.3459","-1.57903","-16.1895","-0.218408","-10.639","-0.575695","0.0786982"
"HTS 04502","-1.19784","-0.0475142","-11.5486","-0.1899","-1.44999","-0.235513","-3.12664","-0.760132","-6.19561","-0.393848","-4.11181","-0.398109","-1.65825","-0.213231","-2.46252","-0.695338","-2.91669","-0.210703","-26.0775","-13.2223","-2.82236","-1.24397","-1.77544","-0.190227","-0.353187","-1.0968","-0.721838","-1.32638","-6.16994","-2.95844","-4.18951","-0.165807","-5.57246","-0.0405242","-12.1989","-0.449043","-4.84539","0.0618346","-0.0553392"
"HTS 05113","-4.56266","-0.151335","-18.5405","0.031552","-5.81864","-1.3931","-4.99217","-0.849039","-24.8892","-3.30464","-9.38234","0.348887","-4.45183","0.459949","-3.54385","0.295794","-8.68624","0.394283","-19.8987","-2.87441","-0.403777","-2.73736","-5.42957","0.245439","-1.04286","-0.932426","-0.76126","-0.799514","-19.3368","-10.479","-8.60803","0.32337","-9.25115","0.723047","-15.6613","0.312944","-11.3932","0.494225","0.0914722"
"HTS 05115","-1.38098","0.0778226","-13.6145","-0.00353521","-2.10212","-0.0796326","-3.64089","-0.479103","-7.81892","-0.0227196","-5.67412","0.00648565","-1.99388","0.235556","-3.02754","-0.305078","-3.97172","0.320561","-26.5098","-18.1088","-28.0401","-1.27856","-1.71564","0.0276062","-0.875314","-0.170361","-0.66387","-0.358774","-7.36091","-1.99983","-5.19959","-0.10779","-5.45497","-0.0993636","-13.7979","0.0081494","-3.74837","0.167371","0.0399233"
"HTS 05294","-0.180193","0.274058","-10.7363","0.182829","-0.397914","0.402566","-2.40398","-0.118992","-1.6317","0.316351","-1.32866","0.338409","-0.895444","0.667359","-0.597052","0.543577","-0.263704","0.441559","-15.4834","-0.287441","-0.199849","-0.252549","-0.332094","0.651806","0.0689579","0.321026","0.136966","0.622038","-1.04915","-1.23957","-1.03484","0.32337","-1.22016","0.632284","-10.0904","0.308866","-0.937272","0.527306","0.286968"
"HTS 05396","-0.121897","0.434844","-9.79064","0.555559","-0.281443","0.770434","-2.29513","0.0659767","-1.24477","0.57708","-1.08478","0.670332","-0.979397","0.822615","-0.47041","0.686054","-0.428189","0.636277","-16.6978","-0.862323","0.199849","-0.368278","-0.48696","0.651806","-0.0130096","0.739061","0.343403","0.611143","-1.60495","-2.18001e-15","-1.21398","0.588724","-1.34137","0.475378","-10.5521","0.691899","-0.834427","0.527306","0.33168"
"HTS 05413","0.00321068","0.264564","-10.3481","0.369194","-0.133062","0.543891","-2.57644","-0.092186","-0.0313886","0.366286","-0.327353","0.400602","-0.872301","0.744987","-0.173268","0.686054","-0.160744","0.394283","-15.9025","-0.574882","-0.403777","-0.00827475","-0.157158","0.52824","-0.671061","0.876659","0.705827","1.1936","0.906517","-0.479303","-0.0595872","0.480934","-0.111293","0.568737","-10.1027","0.308866","-0.0459475","0.516279","0.278112"
