,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 00082,-0.0583916,-0.902466,-0.879371,-0.822338,-1.14905,3.95553,0.0541257,-0.799326,0.341711,0.210621,0.117585,4.13917,0.236268,-1.23624,-1.12966,1.30578,-0.961419,-0.188852,-1.42752,-0.00896265,-0.137852,-4.07117,-0.733919,-0.465655,-1.07117,-1.01969,-1.23934
LOPAC 00083,0.568957,0.262491,0.0426614,-0.134494,-0.555026,0.189427,-0.230708,-0.291784,0.02959,-0.397326,0.463739,0.189217,0.52764,1.02215,1.26205,-0.0144438,-0.0904336,0.0182083,-0.726796,-0.507732,0.243539,0.0420152,0.944485,0.608069,0.555871,0.682354,1.3647
LOPAC 00084,0.954391,0.105868,0.448478,-0.183276,-0.23774,0.28567,-0.147097,0.104245,-0.279343,0.821075,-0.09843,0.111214,0.847407,-0.112248,1.27028,0.133193,1.02235,0.577639,0.0439947,0.160664,0.761941,0.372929,0.362087,0.469786,0.0381436,0.374615,0.475433
LOPAC 00085,-0.494164,-0.826541,0.26044,0.736811,1.06742,0.475579,-0.361105,-0.042971,0.285865,0.0470159,-0.0380279,-0.0563195,-0.00359641,0.708712,0.131157,-0.963077,0.756139,-0.21833,0.660635,-0.320779,0.172607,0.144604,0.423156,0.500362,0.950917,0.170364,1.50456
LOPAC 00086,-0.00549824,0.000983466,0.055537,0.405478,-0.720371,0.0836328,0.373177,0.293259,-0.132335,0.258345,-0.582683,0.37428,-0.0858064,0.279144,-0.421555,-0.0291357,0.496384,-1.0394,0.0433561,-0.20457,0.466154,-0.119797,-0.0458807,-0.0625467,-0.316557,-0.13787,0.203143
LOPAC 00087,0.0433492,-0.635354,-0.161189,-0.0467352,-0.698796,-0.272691,-0.0835105,-0.358365,0.276978,0.0716536,0.827044,-0.230126,1.69343,0.807015,0.0814798,-0.708853,0.467658,-0.282356,1.26727,0.270648,0.118191,0.0903588,1.18637,0.463984,0.890714,-0.0816337,1.0347
LOPAC 00088,-0.138938,0.178532,1.08594,0.218887,-2.10383,-0.344765,1.00786,0.242146,0.313522,-0.18392,-4.28538,-0.103892,0.551299,0.455682,-0.251294,-1.00163,-0.117966,-0.41482,-0.268254,0.57,-0.11399,-0.102495,0.176605,-0.254922,-0.978413,-1.43032,-0.0233483
LOPAC 00089,-0.09404,1.90881,-0.337595,-2.82516,0.4345,0.44601,-0.318483,-1.09952,0.541158,-0.493321,-0.62258,0.625316,-0.686802,0.119629,1.94511,0.262081,-0.113382,-1.9489,-1.0038,-0.368004,0.169394,0.71055,-0.966598,0.0647483,0.574288,-0.668411,-0.182887
LOPAC 00090,0.316129,0.151052,-0.75015,-0.326353,0.581163,0.312447,-0.254213,-0.556282,-0.341929,0.525411,-0.884009,0.356881,-0.870641,-0.133966,-0.134297,-0.0618902,0.340389,-0.387166,0.233449,0.84344,-0.182392,-0.735421,-1.01612,-0.225111,-0.0980541,-0.255674,0.631359
LOPAC 00091,-0.332965,-0.593516,0.345449,-0.188075,-0.836781,0.157976,0.2029,0.465234,0.386251,0.0634443,-0.428191,-0.437178,0.237695,-0.0778145,-0.415918,1.51357,-0.715144,-0.460685,0.926878,0.408101,-0.628996,0.0989544,1.33755,0.168206,-0.42964,0.3129,0.345685
LOPAC 00092,1.06235,0.0904583,0.87181,0.386398,0.184596,0.369324,1.59646,0.676069,0.494626,0.457476,0.749592,0.34528,1.54857,-0.878219,0.455912,1.48547,0.144845,2.10569,0.727279,1.17456,0.951501,-0.164337,1.10788,0.523783,1.50433,1.62769,0.410067
LOPAC 00093,-0.171888,-0.539618,-0.0423538,-0.871763,0.488982,-2.38283,1.07355,0.682295,0.280297,0.269286,0.26895,0.441524,-0.260555,-0.14227,-6.16E-05,1.88147,-0.567608,0.26227,-1.16681,-1.16111,-0.821012,-2.46657,-1.3009,-0.421816,-0.193499,-0.100471,-0.970242
LOPAC 00094,0.129464,0.324167,-1.11974,-1.9896,0.241485,-1.31673,-0.694689,-0.897982,-0.730636,-0.0485706,0.553863,0.893387,0.771242,-0.488472,0.36015,0.865823,-0.750525,-0.442658,-1.42389,-2.51244,0.583708,0.6897,-1.01548,0.679608,0.0670732,-1.12611,0.155837
LOPAC 00095,-0.742323,-0.308042,-1.67291,-0.137419,-0.166634,1.08053,-0.579151,-0.318735,-1.08197,-1.05892,0.737873,-1.30961,0.216723,-0.209623,-0.508205,0.0906968,-0.817739,-1.08874,-1.11653,0.948394,-0.36375,0.0971585,2.34597,-0.114128,-0.962749,-0.577659,-0.587739
LOPAC 00096,-0.594871,-0.127811,-0.346301,-1.37458,-0.325992,0.877879,-0.427887,-0.754904,-1.32928,-0.0674649,-0.246144,0.970026,0.271737,1.08497,0.0130593,-0.371382,1.72435,-0.17977,-0.807738,-2.46635,0.528672,1.38339,0.544493,1.30001,-0.0557381,-0.69419,-0.070196
LOPAC 00097,-1.13114,3.02286,-0.618383,-2.93915,0.0534494,4.10514,-2.7119,-5.80657,-4.54988,-3.05773,0.323824,0.336672,-0.228961,-0.18604,0.738796,-2.30996,-0.444828,-0.39069,-3.30626,-1.29735,-0.188754,0.221601,-0.455346,0.351046,-0.457287,-1.29022,-0.69761
LOPAC 00098,0.746661,-0.337399,-0.462614,-0.297984,-1.09397,0.333221,-0.118372,0.0413913,-0.025421,0.431844,0.038867,1.03237,-0.10161,0.421188,-0.348028,0.649871,-0.466462,-0.580242,-0.849277,-0.546458,-0.228381,0.408807,-0.761209,-0.141114,0.84958,0.140837,-0.862585
LOPAC 00099,-0.996669,1.3958,-0.424815,1.25748,0.477673,0.422399,-0.648976,0.0154665,0.182575,-1.01145,-1.28196,-1.7894,-1.47839,-0.312786,-0.33933,-1.26001,-1.67613,-1.5693,-0.263136,-1.27007,0.209389,-0.314697,0.0369768,-1.03047,-1.6689,0.29284,-0.425489
LOPAC 00100,-0.166893,-0.645642,1.4233,1.09499,0.910852,0.463167,1.42827,0.347083,0.37488,0.276662,0.0485244,-0.300925,-0.0645454,0.490139,-0.324616,-0.348236,0.256749,0.108834,0.668305,0.835707,1.4884,0.748645,-0.0355673,0.0375448,1.27353,1.01653,-0.239926
LOPAC 00101,-0.527714,0.271177,0.0192836,1.10098,0.909548,-0.228534,-0.497244,-0.169659,-0.723582,-0.476911,-0.507173,0.0888621,-0.13736,-0.271472,-0.0601625,-0.633204,0.290059,-0.234119,0.573159,-0.455977,-0.734647,2.19965,-0.0790813,0.141804,0.055363,0.00738688,-0.746121
LOPAC 00102,-61.2631,-1.00078,0.749224,-25.7423,-0.300499,0.729279,-38.5534,-37.9211,-30.1901,-59.1728,-0.203534,-0.641853,0.643152,-0.540366,0.42143,-50.2761,0.321099,-61.8848,-36.4182,0.417279,0.70418,-0.53365,-0.671256,-0.283481,-7.29171,-34.0359,-0.415689
LOPAC 00103,-1.61644,0.074015,-1.90031,-2.91484,-6.36703,-2.41881,-1.32829,-1.15889,-3.30219,-1.10938,-1.2768,0.766812,-0.372753,5.57218,0.425114,-1.12243,0.498638,0.391736,-0.476931,-1.97013,1.73857,1.90618,-2.54828,2.02491,-0.0601677,0.828735,1.26649
LOPAC 00104,0.366228,0.281464,0.188249,-0.0643489,-0.503928,0.896332,0.335258,0.34108,0.574524,0.332466,0.84471,0.0150382,-2.63211,0.02386,0.886261,0.442528,0.343725,0.145777,-0.263831,0.113267,0.224739,0.90919,1.21457,-0.260998,0.100731,-0.219809,-0.212438
LOPAC 00105,-0.159499,-0.377409,-0.0802259,-0.202083,0.0955483,0.0846064,-0.390523,-0.357317,0.269127,-0.0727325,-0.64742,-0.0285912,0.813294,0.0475118,-0.579678,-0.103822,0.226653,0.25279,-0.441019,-0.077052,0.486718,0.934711,0.347008,0.370753,-0.043814,-0.567275,0.208956
LOPAC 00106,0.335494,0.552318,0.315902,0.392863,0.131673,-0.0296479,0.381056,1.44491,1.00082,0.456199,0.239186,0.511192,-0.309577,1.18263,0.900483,0.123043,0.0896906,0.101973,0.282461,1.63234,-0.415878,0.639793,-0.39375,-0.698076,0.501242,0.382629,-0.343809
LOPAC 00107,0.301696,0.39096,-0.419648,1.56698,-1.08635,-0.966946,-2.14213,0.0536049,0.131485,0.376279,0.208192,-0.0883085,-0.275346,0.2875,0.426202,0.506467,0.308659,-0.121988,0.324059,-0.218846,0.276513,0.472703,0.777791,-0.0184393,-0.0398596,-0.795445,0.147581
LOPAC 00108,0.502899,1.7647,0.227679,0.470299,0.157044,0.359653,-0.0146001,-0.0316293,0.245982,0.391233,0.465568,0.435839,0.488336,-0.308096,-0.953063,0.22521,0.297713,0.461497,0.410149,0.485863,-0.252798,-0.414308,0.705237,-0.293375,0.590707,0.0532917,-0.25823
LOPAC 00111,0.865709,3.63437,0.65214,0.930018,0.206407,0.306924,0.464691,1.36009,1.40099,0.713134,0.284997,0.675584,-0.362222,0.623553,0.638859,0.396024,-0.233567,0.568119,0.733956,0.707178,0.440746,0.622505,0.856438,0.306874,0.629984,-0.00615348,0.0725816
LOPAC 00112,-5.57173,0.219396,-5.8848,-0.950988,-2.54301,-1.19168,-10.268,-8.55073,-8.36331,-13.6893,0.685828,-0.676248,1.23404,0.512295,-0.324045,-13.2285,-1.93052,0.493605,-8.61621,-8.28566,0.311401,0.959782,-0.58605,0.512821,0.742657,-9.73397,0.697791
LOPAC 00113,-0.155062,1.01904,-1.03216,0.0252474,4.8194,-0.101868,5.55146,0.629667,4.27097,-0.320951,0.329415,4.09241,0.181481,-0.739322,-0.749618,0.173099,-0.464893,0.0029652,0.899459,0.6572,3.62549,-0.533412,1.01616,0.0928073,-0.211578,-0.919028,-0.108481
LOPAC 00114,0.0341973,1.31116,0.58211,-0.221225,0.525554,0.211868,0.196973,-0.113481,2.66718,0.0126409,0.0600148,0.449816,-0.000151456,0.445806,0.446992,0.111079,1.09347,0.200589,-0.317307,-1.26155,0.62612,0.542111,0.526851,0.230211,0.407829,0.416413,0.688842
LOPAC 00115,0.0359834,0.174181,0.744553,0.668104,0.475627,0.134387,0.954578,0.186396,0.181517,-0.35649,-0.584068,1.14789,-0.445477,0.405448,-0.12594,-0.395344,0.385767,1.29898,0.00742859,0.18125,-0.151392,0.606401,-0.0845594,-0.21247,1.23489,0.462868,0.0238125
LOPAC 00116,0.555498,-0.172244,0.11068,0.250704,0.448396,0.0301896,0.612286,-0.294707,0.34678,-0.0573602,1.53266,-0.463727,0.553961,0.677714,0.28816,-0.00196105,0.470387,0.278406,0.766719,-0.120492,0.0573983,0.0843333,0.204226,0.672604,0.46123,0.204791,0.299631
LOPAC 00117,-0.846001,-2.10263,-1.51513,-0.642206,-0.673899,0.246132,-0.483117,-0.531866,-1.01532,-0.95006,-0.207087,-1.05126,-0.107161,-0.522249,-0.43015,0.94934,-0.110771,-1.46785,-1.49742,-0.497709,-0.877213,-0.462545,0.865202,-0.409669,-0.796168,0.102483,-0.178952
LOPAC 00118,0.270972,-0.764189,0.42627,-0.0608362,-0.0539337,-5.80623,0.317429,0.303981,0.674255,-10.4642,0.541844,-0.306546,0.439616,-27.6828,-0.268553,0.389049,-0.147543,0.135322,-0.0481394,-0.0307178,0.236235,-14.6967,-12.9145,0.033896,0.239363,0.394262,-19.7887
LOPAC 00119,1.00892,-1.37169,0.967679,0.585574,0.84336,0.0537406,0.787758,0.818587,1.00273,0.689038,0.323502,1.79177,-0.430793,0.587714,0.327307,-0.0675767,1.03485,1.00789,0.694414,-0.229612,0.367101,0.672821,1.00706,0.487889,0.532769,0.509674,0.972237
LOPAC 00120,0.824641,-0.332924,-0.662949,0.119867,0.395827,0.248491,-0.417809,0.150101,-0.737659,0.112119,0.193041,0.313391,1.05768,12.0782,10.3643,0.688893,1.0542,0.416678,0.547004,-1.74911,3.25398,5.27512,1.42061,3.73629,0.275586,1.31538,4.37895
LOPAC 00121,-0.435018,1.9832,-0.230396,-0.696851,0.632304,0.141513,0.938529,0.0911095,0.142679,-0.740751,0.663904,-0.349775,1.10584,-1.40785,-2.09273,-0.0235961,-0.902022,-0.374307,0.0884083,-0.0485804,-1.10356,-0.954939,-0.931126,-0.708319,0.165252,-0.835013,-0.706934
LOPAC 00122,0.446107,0.291179,-0.0190334,0.689467,-0.629539,0.341738,0.0644555,0.087296,-0.49637,0.530837,-0.850178,-0.298952,-0.428314,0.36585,0.299433,-0.435718,0.688717,-0.232417,-0.0647696,-0.0140828,0.152598,0.597485,1.79871,0.499347,-0.0839171,-0.623686,0.378603
LOPAC 00124,-0.771479,-0.411684,0.428987,-1.25187,0.6037,0.00576268,0.978928,0.164661,0.0863289,-0.474841,0.762068,-0.0953823,0.770518,-0.850195,-1.07073,0.71064,-0.81724,0.200928,1.24916,0.296153,-0.670764,-1.04907,0.134731,-0.209315,0.318879,0.87939,0.0142618
LOPAC 00125,-1.60762,-0.487806,-0.903104,0.505131,-0.0292891,-0.572995,-0.0359862,-0.875428,0.0700178,-0.947245,-0.2502,-2.19173,-0.0225459,-0.402447,0.755181,-0.636003,-0.955573,-1.78638,-1.7333,-0.350868,-0.17963,-0.772874,-0.378383,-0.754086,-1.27733,-0.516749,-0.50938
LOPAC 00126,0.305212,-0.389373,-0.789422,-0.679071,-6.01491,0.624039,-0.849094,-0.203679,-0.75241,0.0731588,1.00381,0.196823,0.161205,-0.518964,1.00181,0.900695,-1.14335,0.107171,-0.501309,-0.218511,0.844781,0.0609417,0.146722,-0.307396,-0.450623,-0.844902,-0.596964
LOPAC 00127,0.121259,1.90328,-0.101545,-0.349764,-0.766119,-0.285238,-0.76062,0.3165,0.0426027,-0.447749,0.153995,-0.790697,0.594111,0.611515,0.058118,-0.285408,0.187635,0.593215,0.112261,-0.143204,0.199529,0.499197,-0.399759,-0.0717258,0.132743,0.475398,-0.420142
LOPAC 00128,0.766872,-0.782558,0.39565,0.819759,0.442658,0.0677164,0.69052,0.609971,-0.437621,1.34137,0.892535,0.491534,0.445193,-0.202187,-0.337813,0.424909,1.05819,-0.0821536,0.638733,0.114299,0.152028,0.425254,0.211265,0.308902,0.630491,0.504605,0.369763
LOPAC 00129,0.266747,0.386444,0.14868,0.567567,-0.637514,0.350614,0.428574,0.213483,0.219022,0.703786,-1.88366,1.15215,0.129359,0.87855,1.77966,1.1006,1.31552,1.12469,0.79047,0.225953,0.239077,0.528359,0.16973,0.677946,0.470512,0.686104,0.235825
LOPAC 00130,-0.268864,0.678508,1.21921,1.48652,1.02605,0.176173,1.03894,0.827589,0.505169,-0.0675836,0.890686,-0.161515,-0.444279,0.345201,-0.0175566,0.172619,0.75532,2.54798,1.84682,1.3019,-1.14973,0.261813,-0.226273,0.0573326,0.46288,1.78946,-0.804925
LOPAC 00132,-0.302339,0.236574,-0.150673,0.141796,0.182767,0.447804,0.292635,0.0855848,0.744631,0.230901,-0.222087,0.176893,-0.480048,0.136092,0.0832806,0.389411,0.0887211,-0.00749241,-0.116982,0.118425,0.365252,0.479566,0.824024,0.520422,0.208779,0.0108021,0.705436
LOPAC 00133,-0.215528,0.441791,0.536199,-0.0744409,-0.171799,0.0512868,0.425501,-0.0878921,0.193267,0.228975,0.67845,0.0557009,0.657987,0.598045,0.137441,0.305433,0.670754,0.443317,0.0932702,-0.106475,0.42049,0.333567,0.390664,0.725291,0.347568,0.121232,0.231671
LOPAC 00134,-0.407032,-0.216456,-0.909239,-1.08217,-0.340037,0.739019,-0.680639,-1.06105,-0.840482,-0.582128,0.674176,-0.237517,-0.221394,0.540527,1.13523,-0.145949,-1.02271,-0.880572,0.235173,-0.259635,5.62938,1.11801,0.409675,1.35405,-0.874823,-0.224003,-0.549625
LOPAC 00135,0.654137,0.0132252,0.314073,0.131101,-0.552013,0.265764,0.65655,0.789131,0.420505,0.432535,-0.379919,0.420471,0.200437,0.796771,0.144803,0.301825,1.20214,0.352284,0.464956,0.30929,0.19631,1.29014,0.36449,-0.0527927,0.255196,0.884039,0.347566
LOPAC 00136,0.295624,0.208694,0.875526,0.349305,-0.0854502,0.283909,0.407349,0.578291,0.477233,-0.0137045,0.308425,0.328201,-0.0793357,-0.049593,-0.0760746,0.12404,-0.0735712,0.0311833,-0.373989,0.306458,1.59305,0.379842,0.543333,0.207223,0.129349,-0.470282,0.782425
LOPAC 00137,0.0440622,0.663529,0.349369,0.197457,-0.429187,-0.375014,-1.0257,0.470858,-0.107225,0.126485,0.707313,0.0456711,0.452066,-0.03042,0.305952,0.0213111,0.258347,0.186464,-0.782209,0.233145,0.124546,0.448517,0.206642,0.0279975,0.375967,-0.410171,2.35534
LOPAC 00138,0.0431972,1.42336,-1.10321,0.902323,-0.498388,0.0386641,-0.949609,-1.14688,-1.08967,-0.488955,0.55651,0.516342,-0.242014,0.765762,1.20165,-0.0448242,0.124098,-0.4651,-0.747176,-0.0968999,0.205054,0.759945,0.640294,0.0771545,-0.269541,0.0646933,2.56344
LOPAC 00139,-0.148206,2.71928,-0.833084,0.299928,0.0534632,-0.0428113,0.0765551,-0.597326,-0.141405,-0.0429258,0.514869,-0.101729,0.714125,-0.189753,-0.62472,0.368702,0.0993092,-0.0129192,-0.606892,0.137787,0.0315926,-0.133694,0.0466442,-0.216392,0.274928,-0.370111,-0.198564
LOPAC 00140,-0.32066,-0.610848,-0.414321,-0.284894,0.624014,4.76539,0.388221,-0.397178,-0.0750161,-0.137684,0.482347,-0.604296,0.816691,-0.2059,-0.558995,0.188067,-0.297843,0.0150054,0.695088,0.196114,-1.54528,-0.500868,0.384484,-0.0807961,0.204236,0.419099,-0.329066
LOPAC 00141,0.181842,0.435766,0.75615,0.344471,0.519326,0.974472,0.414323,-0.0718009,-0.0149337,0.152093,0.322485,0.558622,0.858072,0.893952,-0.329025,0.0204243,1.00604,0.350816,-0.407811,2.25663,1.51737,0.201424,0.511422,0.406756,0.356318,0.305431,0.537978
LOPAC 00142,-0.701711,-1.53475,-1.18803,0.069883,2.1547,-0.279127,-0.936277,-0.574968,-0.0868452,-0.998131,0.0434914,-0.491752,0.829207,0.409477,0.168002,1.3733,-0.784445,-1.63005,-1.1407,0.297694,0.116165,-1.35782,-0.255074,0.0107676,-1.10771,-2.52197,-0.697971
LOPAC 00143,0.499756,0.171968,-0.573795,1.76542,-0.268911,-0.351418,-1.19222,-0.213101,0.539982,-0.521864,0.0550315,0.320306,0.397732,0.809404,0.502903,-0.0636055,0.37136,-0.208076,0.491197,-0.559487,0.496047,0.836852,0.912778,0.227098,-0.262501,-1.06515,2.98314
LOPAC 00144,-1.11783,-0.937617,-0.32264,-0.342002,-1.55054,2.53719,0.47971,-1.02754,-0.543539,-0.840131,-0.165856,-0.454696,-0.492633,0.256696,0.472056,-0.412496,-0.146402,-0.126234,-0.0773307,0.3736,0.0447429,-0.0281805,0.505633,-0.247306,-0.095764,-0.252387,0.0513613
LOPAC 00145,-0.381544,-0.552674,0.897847,0.397421,0.946661,-0.223905,0.627295,-0.521068,0.0276644,-0.148985,0.446067,-0.551629,1.36464,-1.13067,-0.0449472,0.157839,-1.20244,0.399923,-0.0536201,1.10182,0.0426475,-0.575608,-0.669216,-0.474176,0.0212195,-0.791469,-0.252737
LOPAC 00146,-0.0137883,2.85116,-0.453738,0.808214,0.170333,0.459595,-0.673238,-0.785186,0.0108029,0.253821,-0.34392,0.825824,0.0653705,0.682521,0.431882,0.449015,0.33902,0.153676,-0.463725,0.47322,1.14919,0.959446,1.20085,-0.0745003,0.239857,1.29526,2.48721
LOPAC 00147,-0.433591,-0.510784,-0.276591,-0.244379,-0.739339,3.1591,0.458757,-0.670433,-1.09173,-0.0407749,-0.871497,-0.627629,-1.29747,0.587157,-1.01685,-0.529566,-0.397171,-0.0498426,-0.0609288,-0.496422,0.981161,0.391697,0.480589,-0.0452843,0.318298,-0.119568,0.286424
LOPAC 00148,0.293298,0.0330751,0.285548,0.0344172,1.4158,0.154867,-0.176666,0.296365,-0.326076,0.406356,-1.20976,0.370525,0.200721,-0.138371,-0.552271,0.109124,-0.150885,0.320322,0.878815,0.30445,0.621847,0.472289,0.637004,0.508624,0.0498869,0.538992,-0.14522
LOPAC 00149,0.414445,-0.1352,0.862006,0.121335,0.530482,-0.491435,0.740551,1.29735,0.611454,0.466184,0.535959,-0.0283181,-0.275524,0.910007,0.288742,0.392687,0.542583,0.0841929,-0.0374348,1.02642,-0.0893976,-0.201945,0.138041,0.270104,-0.0143096,-0.2463,0.035016
LOPAC 00150,0.211744,-0.0265501,0.588402,-0.690792,-0.407142,0.0886006,0.428104,0.359852,-0.0661464,-0.355409,0.00763992,-0.304811,-0.311408,-0.652377,-0.944932,-0.0482728,0.446362,0.333283,-1.42652,0.188215,-0.235008,-0.297373,-0.308886,-0.328484,-0.00940629,0.210138,-0.776775
LOPAC 00151,1.00286,0.237897,1.02329,0.510299,0.379743,0.427778,0.454988,0.480183,0.632255,0.388736,-0.869412,0.306679,-0.0523441,0.92552,-0.163124,0.0219322,-0.319033,0.891123,0.522438,0.27075,0.788865,0.240301,-0.52947,0.0845279,0.604938,0.0988052,-0.0913121
LOPAC 00152,-0.00497703,1.49118,-0.739248,-0.145509,-6.79628,-0.576415,0.282262,0.0705058,-0.436419,0.930671,0.407531,-0.100912,-0.61583,-0.483683,-1.08243,1.55297,-0.914348,-0.242512,-0.535569,-0.0958012,-0.00783687,-0.322521,-0.83923,-0.782721,0.186796,0.178965,-0.951971
LOPAC 00153,0.929116,-0.131606,1.7526,0.773476,0.400734,-0.205555,1.66077,1.40285,1.128,1.125,-0.371761,0.848559,-0.1592,-0.247364,-0.691533,0.59961,0.544315,0.561667,0.790522,0.6194,0.0311924,-0.24136,0.196025,-0.213425,-0.613097,0.730778,0.270354
LOPAC 00154,-0.894041,0.652913,-1.87103,-1.07946,-0.609563,1.3161,-0.967108,-2.35012,-1.19701,-0.734044,1.07382,-0.477722,0.419224,-0.258538,-0.0582434,-0.659087,-0.749456,-1.65525,-0.797825,-0.74284,-0.427381,0.296814,-0.402197,0.29394,2.13313,-0.183298,-0.641773
LOPAC 00155,0.554175,0.527691,-0.218311,0.195453,-0.193662,5.17782,0.112859,-0.148493,-0.253883,-0.19275,-0.34219,0.307744,-0.0673438,0.230419,-0.230914,0.0186504,0.367412,0.465828,0.136834,0.222783,-0.551788,-0.834953,0.557701,-0.0888655,-0.0159529,1.33631,-0.718384
LOPAC 00157,0.349136,1.09544,0.317168,-0.356709,-0.381719,-0.601008,0.190243,0.393321,0.259121,0.178587,0.562131,-0.207581,-0.213991,-0.168227,-0.0816196,-0.061013,-0.171723,-0.585144,-0.578744,0.767209,-0.260275,-0.373237,-0.100398,-0.244945,-0.710164,-0.417583,-0.553552
LOPAC 00158,-0.163444,0.0460467,0.264447,0.0873966,0.520587,-0.308435,0.787287,0.889212,0.642226,0.114594,0.338376,0.792375,0.459217,0.148815,-0.434097,0.337861,-0.698576,-0.495038,-0.287201,0.860516,0.342192,0.119807,-0.217067,-0.215983,-0.192688,-0.67931,0.0290097
LOPAC 00159,0.0783101,0.221027,-0.0487793,0.0630962,-0.279831,0.766948,-0.587794,0.024695,-0.547457,0.0114201,0.360702,-0.156175,0.295149,-0.486355,0.272058,-0.208072,0.471323,0.0249252,0.279135,0.163578,-0.582959,-0.565254,0.125163,-0.118168,-0.0626451,0.959019,-0.352387
LOPAC 00160,0.856429,-0.76793,0.429523,0.76913,0.114756,-0.072334,1.43677,0.807951,0.762455,0.768444,0.158828,0.359285,0.506797,-0.479053,0.33079,0.502284,-0.254401,0.671481,0.376773,0.911972,-0.298294,0.490743,-0.0490649,0.117162,0.887549,0.721745,0.120496
LOPAC 00161,0.967219,0.981854,-0.836898,-0.559619,0.106165,-0.090498,-0.883771,-2.0373,-0.573658,-0.725886,1.02363,-0.0270769,0.836069,0.0872598,-0.0807318,0.571812,-0.581971,-1.09764,-0.763961,-1.40635,-0.741354,-0.749643,-0.718525,0.195727,-1.88589,0.866502,-0.926967
LOPAC 00162,-0.322577,3.02049,-0.155764,0.350145,-0.0720205,0.670771,-0.823252,0.240118,-0.516121,-0.144525,-0.24642,-0.491043,0.283811,0.840757,0.63948,0.710097,-0.345518,-0.0616415,0.0875845,-0.338426,-0.00191858,0.270055,0.569873,-0.149212,0.158113,0.577784,0.374145
LOPAC 00164,0.570793,0.0713741,0.175361,0.357488,-0.273772,0.129438,0.250291,0.542801,0.324998,0.623463,0.484299,0.475175,1.34639,0.247371,1.23548,0.196359,0.209019,0.808816,-0.0182927,0.207497,0.269727,1.27824,0.497511,0.428072,0.259923,0.669443,0.612638
LOPAC 00165,-0.341332,0.0205771,0.448407,-0.0482581,-0.381593,0.186314,0.99418,0.250493,-0.14965,-0.369664,-0.0401266,0.0709725,0.410002,-0.272843,0.241036,-0.00589922,0.167455,0.177655,-0.435878,-0.175281,0.100902,-0.157444,0.232396,0.757109,-0.26001,-0.205988,-0.0543024
LOPAC 00166,-11.7482,-0.50634,-20.5069,-11.0515,-15.9865,-16.4164,-0.39323,-5.43995,-17.832,-13.601,-3.25009,-52.3219,-4.29549,0.573591,0.136544,-0.361921,-22.3294,-10.6583,-2.24395,-24.8958,-13.3847,-7.4843,-12.3842,-4.5733,-0.0881254,-6.18009,-7.66718
LOPAC 00167,0.526477,-0.116881,0.375051,0.421387,-0.685447,0.0151227,0.104318,0.806234,-0.253604,0.0725983,0.592249,0.0238306,1.1292,-0.00458845,0.411743,-0.297637,0.378425,1.22781,0.278643,0.0750946,0.179272,0.418555,-0.0348273,0.204677,0.319863,0.728075,-0.0818115
LOPAC 00168,0.334747,0.258671,0.153158,-1.14131,-0.409913,0.115841,3.61388,0.192497,-0.145307,-0.02997,-0.32613,1.31885,0.419677,0.393414,0.131167,0.784867,0.54624,0.0996057,-0.521662,-0.339985,0.866564,0.584715,0.703898,0.871756,0.0399956,-37.4541,1.40414
LOPAC 00169,0.817415,0.575885,0.370811,-0.414472,-1.95982,0.748666,-0.287374,-0.0107337,0.168429,0.571385,-0.208414,0.252316,-0.262017,0.302788,1.25511,0.561777,0.456174,0.415681,0.0565239,0.149205,0.530422,-0.194387,-0.0200157,-0.110413,0.126631,-0.469841,-0.0652802
LOPAC 00170,-1.78342,-0.504611,-1.01999,1.44964,0.672621,-0.614459,-0.476071,-0.309153,0.0541627,-1.03604,-1.36247,-0.656936,-1.1113,-0.799857,-1.47244,-1.52576,-0.687872,-0.873433,-0.483511,0.227257,-0.68057,-0.62844,-0.629405,-1.54608,-2.30389,-0.491703,0.452246
LOPAC 00171,0.364856,-0.0370067,0.113474,-1.03241,-0.362487,0.438217,0.658592,-0.198493,0.364975,0.278411,-0.397718,-0.0465527,0.356934,0.285083,-0.868194,-0.162665,0.408999,-0.579475,0.154958,-0.00142953,0.304874,0.0337256,0.0475352,-0.601316,-0.639148,0.185859,-0.793102
LOPAC 00172,0.909717,-0.144517,0.348959,-0.58048,0.186194,-0.0168274,0.752413,0.264465,-0.183042,0.0320159,0.53901,0.557835,-0.312431,-0.250862,0.685595,0.462695,0.840832,0.0789226,-0.890838,0.0887694,0.297742,-0.0892414,0.267881,-0.275013,0.275127,0.196803,-0.0672313
LOPAC 00173,-0.0485517,0.0498304,-0.408796,-0.791699,-0.827996,0.281012,-0.563499,0.21857,-0.198429,0.322676,0.510995,-0.0733622,-0.0727834,-0.16368,0.804839,0.0048738,-1.44071,0.334063,-0.147739,-0.078014,-0.398869,0.102103,-0.103102,-0.136357,-0.279795,-0.133192,-0.338897
